Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.9;09:00;05500420196;ISE102G;Arnagardur;A201;16;3;;;;0;0;Á201:Arnagardur
2019.12.9;09:00;02014520200;LAK206F;Arnagardur;A201;18;3;;;;0;0;:Askja Haskolatorg Logberg VR_2
;;;;;A201;;;34;48;2;;
2019.12.9;09:00;05500420196;ISE102G;Arnagardur;A301;16;3;;;;0;0;Á201:Arnagardur
2019.12.9;09:00;02014520200;LAK206F;Arnagardur;A301;18;3;;;;0;0;:Askja Haskolatorg Logberg VR_2
;;;;;A301;;;34;48;2;;
2019.12.9;09:00;08713120196;TOL303G;Arnagardur;A304;7;3;;;;0;0;V02-157 V156 V152 V261 V258 Veröld-008 VHV-023:HusVigdisar VR
2019.12.9;09:00;05500420196;ISE102G;Arnagardur;A304;13;3;;;;0;0;Á201:Arnagardur
;;;;;A304;;;20;20;2;;
2019.12.9;09:00;05500420196;ISE102G;Arnagardur;A311;20;3;;;;0;0;Á201:Arnagardur
;;;;;A311;;;20;26;1;;
;;;;Arnagardur;;;;108;142;;;;
2019.12.9;09:00;70067120196;REI105M;Askja;Askja130;8;3;;;;0;0;V156 V258:VR_2
2019.12.9;09:00;05500420196;ISE102G;Askja;Askja130;12;3;;;;0;0;Á201:Arnagardur
;;;;;Askja130;;;20;20;2;;
2019.12.9;09:00;08713120196;TOL303G;Askja;Askja131;20;3;;;;0;0;V02-157 V156 V152 V261 V258 Veröld-008 VHV-023:HusVigdisar VR
2019.12.9;09:00;10021220196;SAL503G;Askja;Askja131;10;3;;;;0;0;HT104 Stapi 108 Stapi 210 Hugvísindasvið:Haskolatorg
;;;;;Askja131;;;30;30;2;;
;;;;Askja;;;;50;50;;;;
2019.12.9;09:00;70058720196;STJ325G;Eirberg;E103C;17;3;;;;0;0;O201 HT204 G101:Gimli Haskolatorg Oddi
2019.12.9;09:00;70903320196;HJU714G;Eirberg;E103C;17;3;;;;0;0;E103C EIR-223B E201C EIR321B EIR203B, seminar EIR325B:Eirberg
;;;;;E103C;;;34;50;2;;
2019.12.9;09:00;70903320196;HJU714G;Eirberg;E201C;21;3;;;;0;0;E103C EIR-223B E201C EIR321B EIR203B, seminar EIR325B:Eirberg
2019.12.9;09:00;70979620196;UAU108M;Eirberg;E201C;13;3;;;;0;0;O-205 O-106:Oddi
;;;;;E201C;;;34;40;2;;
2019.12.9;09:00;70058720196;STJ325G;Eirberg;E203C;17;3;;;;0;0;O201 HT204 G101:Gimli Haskolatorg Oddi
2019.12.9;09:00;70903320196;HJU714G;Eirberg;E203C;17;3;;;;0;0;E103C EIR-223B E201C EIR321B EIR203B, seminar EIR325B:Eirberg
;;;;;E203C;;;34;50;2;;
;;;;Eirberg;;;;102;140;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.9;09:00;05250220196;FRA101G;Haskolatorg;HT102;17;3;;;;0;0;VHV104:HusVigdisar
2019.12.9;09:00;70594220196;EFN112G;Haskolatorg;HT102;36;3;;;;0;0;Askja132 HB-1 HB-2 HT105 L102 N-128 V156 HT104:Askja Haskolat
;;;;;HT102;;;53;85;2;;
2019.12.9;09:00;70594220196;EFN112G;Haskolatorg;HT103;31;3;;;;0;0;Askja132 HB-1 HB-2 HT105 L102 N-128 V156 HT104:Askja Haskolat
2019.12.9;09:00;09311820196;EFN106G;Haskolatorg;HT103;22;3;;;;0;0;Askja132 HB-2 HB-1 HT105 L102 N-128 V156 Á301 Á201 HT103 HT10
;;;;;HT103;;;53;54;2;;
