Dagur;Tími;Fagnúmer ID;Stofu ID;Fjöldi;Lengd
2019.12.13;13:30;52000820196;1351;8;3
2019.12.13;13:30;52000820196;1352;10;3
2019.12.13;13:30;52000820196;1354;7;3
2019.12.13;13:30;52000820196;1358;14;3
2019.12.13;13:30;08715220196;1314;36;3
2019.12.13;13:30;08715220196;739;6;3
2019.12.13;13:30;08715220196;742;20;3
2019.12.13;13:30;08715220196;743;8;3
2019.12.13;13:30;08715220196;744;14;3
2019.12.13;13:30;08715220196;765;13;3
2019.12.13;13:30;08715220196;767;12;3
2019.12.13;13:30;70851120196;1353;1;3
2019.12.13;13:30;10042120196;915;29;3
2019.12.13;13:30;10042120196;1276;12;3
2019.12.13;13:30;10042120196;1277;16;3
2019.12.13;13:30;10042120196;739;9;3
2019.12.13;13:30;10042120196;742;16;3
2019.12.13;13:30;10042120196;743;14;3
2019.12.13;13:30;10042120196;744;8;3
2019.12.13;13:30;10042120196;767;18;3
2019.12.13;13:30;70902520196;1355;7;3
2019.12.13;13:30;70902520196;1356;15;3
2019.12.13;13:30;70902520196;1357;13;3
2019.12.13;13:30;10060020196;1311;32;3
2019.12.13;13:30;10060020196;1313;21;3
2019.12.13;13:30;10060020196;1312;34;3
2019.12.13;13:30;70436120196;1351;14;3
2019.12.13;13:30;70436120196;1352;15;3
2019.12.13;13:30;70436120196;1353;12;3
2019.12.13;13:30;70436120196;1354;12;3
2019.12.13;13:30;70436120196;1355;12;3
2019.12.13;13:30;70436120196;1356;10;3
2019.12.13;13:30;70436120196;1357;8;3
2019.12.13;13:30;70436120196;1358;20;3
2019.12.13;13:30;70381220196;914;26;3
2019.12.13;13:30;50004020196;914;22;3
2019.12.13;13:30;50004020196;915;19;3
2019.12.13;13:30;50004020196;1276;8;3
2019.12.13;13:30;50004020196;1277;10;3
2019.12.13;13:30;70975320196;765;9;3
2019.12.13;13:30;04410520196;1311;48;3
2019.12.13;13:30;04410520196;1313;33;3
2019.12.13;13:30;04410520196;1314;45;3
2019.12.13;13:30;04410520196;1312;51;3
