Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.9;13:30;70768720196;TJO108F;Arnagardur;A201;9;3;;;;0;0;O-204:Oddi
2019.12.9;13:30;08711120196;TOL101G;Arnagardur;A201;16;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
;;;;;A201;;;25;48;2;;
2019.12.9;13:30;70780520196;MAT303G;Arnagardur;A301;3;3;;;;0;0; 
2019.12.9;13:30;05751320196;TYS310G;Arnagardur;A301;6;3;;;;0;0;Á303:Arnagardur
2019.12.9;13:30;08711120196;TOL101G;Arnagardur;A301;16;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
;;;;;A301;;;25;48;3;;
2019.12.9;13:30;08711120196;TOL101G;Arnagardur;A304;7;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
;;;;;A304;;;7;20;1;;
2019.12.9;13:30;08711120196;TOL101G;Arnagardur;A311;9;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
;;;;;A311;;;9;26;1;;
;;;;Arnagardur;;;;66;142;;;;
2019.12.9;13:30;10091920196;STJ301M;Askja;Askja130;7;3;;;;0;0;L201 L204 O-203:Logberg Oddi
2019.12.9;13:30;08711120196;TOL101G;Askja;Askja130;13;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
;;;;;Askja130;;;20;20;2;;
2019.12.9;13:30;70359620196;HAG106G;Askja;Askja131;10;3;;;;0;0;O-101 O-106 V152 HB-4:Oddi VR_2
2019.12.9;13:30;08711120196;TOL101G;Askja;Askja131;20;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
;;;;;Askja131;;;30;30;2;;
;;;;Askja;;;;50;50;;;;
2019.12.9;13:30;70359620196;HAG106G;Eirberg;E103C;17;3;;;;0;0;O-101 O-106 V152 HB-4:Oddi VR_2
2019.12.9;13:30;70651320196;HJU135F;Eirberg;E103C;17;3;;;;0;0;E201C O301 EIR-223B E103C EIR325B EIR321B:Eirberg Oddi
;;;;;E103C;;;34;50;2;;
2019.12.9;13:30;70871220196;LIF536M;Eirberg;E201C;1;3;;;;0;0;:Stakkahlid_Hamar
2019.12.9;13:30;70359620196;HAG106G;Eirberg;E201C;16;3;;;;0;0;O-101 O-106 V152 HB-4:Oddi VR_2
2019.12.9;13:30;70651320196;HJU135F;Eirberg;E201C;16;3;;;;0;0;E201C O301 EIR-223B E103C EIR325B EIR321B:Eirberg Oddi
;;;;;E201C;;;33;40;3;;
2019.12.9;13:30;04530120196;HAG508G;Eirberg;E203C;8;3;;;;0;0;O-106 O-104:Oddi
2019.12.9;13:30;70359620196;HAG106G;Eirberg;E203C;17;3;;;;0;0;O-101 O-106 V152 HB-4:Oddi VR_2
2019.12.9;13:30;02083220196;LEI501G;Eirberg;E203C;8;3;;;;0;0; 
;;;;;E203C;;;33;50;3;;
;;;;Eirberg;;;;100;140;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.9;13:30;09513920196;LIF110G;Haskolatorg;HT102;80;3;;;;80;1;Skriða:Stakkahlid_Hamar
;;;;;HT102;;;80;85;1;;
2019.12.9;13:30;09513920196;LIF110G;Haskolatorg;HT103;25;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;HT103;;;25;54;1;;
2019.12.9;13:30;05506020196;ISE002G;Haskolatorg;HT104;18;3;;;;0;1;VHV007 Veröld-008 A052 O-105 HT104:Haskolatorg Oddi HusVigdis
;;;;;HT104;;;18;54;1;;
2019.12.9;13:30;09513920196;LIF110G;Haskolatorg;HT105;29;3;;;;0;1;Skriða:Stakkahlid_Hamar
2019.12.9;13:30;05506020196;ISE002G;Haskolatorg;HT105;29;3;;;;0;1;VHV007 Veröld-008 A052 O-105 HT104:Haskolatorg Oddi HusVigdis
;;;;;HT105;;;58;85;2;;
;;;;Haskolatorg;;;;181;278;;;;
2019.12.9;13:30;08711120196;TOL101G;HusVigdisar;VHV007;16;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
2019.12.9;13:30;70840320196;LEI107G;HusVigdisar;VHV007;28;3;;;;0;0;HB-2 HB-3 Lg-229 HT105:Haskolatorg
;;;;;VHV007;;;44;44;2;;
;;;;HusVigdisar;;;;44;44;;;;
2019.12.9;13:30;08711120196;TOL101G;Logberg;L102;9;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
2019.12.9;13:30;70840320196;LEI107G;Logberg;L102;16;3;;;;0;0;HB-2 HB-3 Lg-229 HT105:Haskolatorg
;;;;;L102;;;25;25;2;;
2019.12.9;13:30;08711120196;TOL101G;Logberg;L103;9;3;;;;0;0;Naustið, VoN HT102 V152 Askja132 V02-148, sérstofa VR-2 Veröl
2019.12.9;13:30;70840320196;LEI107G;Logberg;L103;16;3;;;;0;0;HB-2 HB-3 Lg-229 HT105:Haskolatorg
;;;;;L103;;;25;25;2;;
;;;;Logberg;;;;50;50;;;;
2019.12.9;13:30;09513920196;LIF110G;Oddi;O201;21;3;;;;0;1;Skriða:Stakkahlid_Hamar
2019.12.9;13:30;05506020196;ISE002G;Oddi;O201;23;3;;;;0;1;VHV007 Veröld-008 A052 O-105 HT104:Haskolatorg Oddi HusVigdis
;;;;;O201;;;44;44;2;;
;;;;Oddi;;;;44;44;;;;
2019.12.9;13:30;70840320196;LEI107G;Stakkahlid_Hamar;H101;8;3;;;;0;0;HB-2 HB-3 Lg-229 HT105:Haskolatorg
;;;;;H101;;;8;22;1;;
2019.12.9;13:30;70840320196;LEI107G;Stakkahlid_Hamar;H201;9;3;;;;0;0;HB-2 HB-3 Lg-229 HT105:Haskolatorg
;;;;;H201;;;9;25;1;;
