Dagur;Tími;Fagnúmer ID;Stofu ID;Fjöldi;Lengd
2019.12.10;09:00;10060820196;742;36;3
2019.12.10;09:00;10060820196;744;22;3
2019.12.10;09:00;10060820196;765;19;3
2019.12.10;09:00;10060820196;767;13;3
2019.12.10;09:00;50004520196;914;24;3
2019.12.10;09:00;50004520196;915;23;3
2019.12.10;09:00;50004520196;1276;7;3
2019.12.10;09:00;50004520196;1277;9;3
2019.12.10;09:00;09634920196;767;17;3
2019.12.10;09:00;02015820196;1311;25;3
2019.12.10;09:00;10021020196;1311;29;3
2019.12.10;09:00;10021020196;1313;25;3
2019.12.10;09:00;10021020196;1314;27;3
2019.12.10;09:00;10021020196;1312;42;3
2019.12.10;09:00;70897620196;1365;10;3
2019.12.10;09:00;70897620196;1366;13;3
2019.12.10;09:00;70791320196;1311;31;3
2019.12.10;09:00;70791320196;1313;26;3
2019.12.10;09:00;70791320196;1314;27;3
2019.12.10;09:00;70791320196;1312;43;3
2019.12.10;09:00;05601220196;1276;10;3
2019.12.10;09:00;05601220196;1277;13;3
2019.12.10;09:00;08711220196;1351;11;3
2019.12.10;09:00;08711220196;1352;13;3
2019.12.10;09:00;08711220196;1353;10;3
2019.12.10;09:00;08711220196;1354;10;3
2019.12.10;09:00;08711220196;1355;10;3
2019.12.10;09:00;08711220196;1356;13;3
2019.12.10;09:00;08711220196;1357;10;3
2019.12.10;09:00;08711220196;1358;17;3
2019.12.10;09:00;08711220196;1363;8;3
2019.12.10;09:00;08711220196;1364;10;3
2019.12.10;09:00;08711220196;1365;10;3
2019.12.10;09:00;08711220196;1366;12;3
2019.12.10;09:00;08711220196;1367;12;3
2019.12.10;09:00;08213320196;1351;11;3
2019.12.10;09:00;08213320196;1352;11;3
2019.12.10;09:00;08213320196;1353;9;3
2019.12.10;09:00;08213320196;1354;7;3
2019.12.10;09:00;08213320196;1355;10;3
2019.12.10;09:00;08213320196;1356;12;3
2019.12.10;09:00;08213320196;1357;10;3
2019.12.10;09:00;08213320196;1358;17;3
2019.12.10;09:00;70096120196;914;19;3
2019.12.10;09:00;70096120196;915;24;3
2019.12.10;09:00;09601120196;1363;7;3
2019.12.10;09:00;09601120196;1364;10;3
2019.12.10;09:00;09601120196;1367;13;3
