Dagur;Tími;ID;Námskeið;Stofa;Bygging;Fjöldi;Lengd prófs;Forgangur
12.12.2016;09:00;02015820166;LAK305F;Eirberg;E203C;12;3;1
12.12.2016;09:00;02015820166;LAK305F;Eirberg;E103C;12;3;1
12.12.2016;09:00;03031320166;LOG503G;Oddi;O301;25;3;1
12.12.2016;09:00;03031320166;LOG503G;Gimli;G101;21;3;1
12.12.2016;09:00;03031320166;LOG503G;Askja;N166;24;3;2
12.12.2016;09:00;03031320166;LOG503G;Oddi;O102;10;3;1
12.12.2016;09:00;10090320166;STJ304G;Oddi;O301;12;3;1
12.12.2016;09:00;10090320166;STJ304G;Haskolatorg;Ht204;40;3;1
12.12.2016;09:00;10090320166;STJ304G;Oddi;O102;5;3;1
12.12.2016;09:00;70787520166;ASK304F;Haskolatorg;Ht102;7;3;1
12.12.2016;09:00;70787520166;ASK304F;Haskolatorg;Ht103;7;3;1
12.12.2016;09:00;08112120166;BYG302G;Logberg;L103;10;3;1
12.12.2016;09:00;08112120166;BYG302G;Logberg;L201;1;3;2
12.12.2016;09:00;08114220166;BYG501G;Logberg;L103;14;3;1
12.12.2016;09:00;08114220166;BYG501G;Logberg;L201;3;3;2
12.12.2016;09:00;70730120166;DAN110G;Arnagardur;A304;4;3;1
12.12.2016;09:00;70730120166;DAN110G;Arnagardur;A101;1;3;2
12.12.2016;09:00;09313220166;EFN304G;Arnagardur;A311;9;3;1
12.12.2016;09:00;09313220166;EFN304G;Arnagardur;A303;1;3;2
12.12.2016;09:00;70413220166;FEL105G;Arnagardur;A201;14;3;1
12.12.2016;09:00;70413220166;FEL105G;Arnagardur;A301;12;3;1
12.12.2016;09:00;70413220166;FEL105G;Arnagardur;A303;1;3;2
12.12.2016;09:00;70062320166;FRG508G;Eirberg;E101C;12;2;3
12.12.2016;09:00;70062320166;FRG508G;Eirberg;E201C;40;2;1
12.12.2016;09:00;70062320166;FRG508G;Logberg;L205;8;2;2
12.12.2016;09:00;70062320166;FRG508G;Logberg;L204;12;2;2
12.12.2016;09:00;01600020166;GFR324M;Arnagardur;A304;12;3;1
12.12.2016;09:00;01600020166;GFR324M;Arnagardur;A101;2;3;2
12.12.2016;09:00;05260120166;GRI103G;Arnagardur;A311;7;3;1
12.12.2016;09:00;70806820166;GSS0ANG;Hamar;H204;13;3;1
12.12.2016;09:00;70806820166;GSS0ANG;Hamar;H205;13;3;1
12.12.2016;09:00;70806820166;GSS0ANG;Hamar;H208;3;3;1
12.12.2016;09:00;05351120166;HSP104G;Oddi;O201;39;3;2
12.12.2016;09:00;05771520166;JAP302G;Arnagardur;A301;13;3;1
12.12.2016;09:00;05771520166;JAP302G;Arnagardur;A101;2;3;2
12.12.2016;09:00;02083420166;LEI503G;Haskolatorg;Ht104;15;3;1
12.12.2016;09:00;50003920166;LSS402G;Hamar;H207;23;3;1
12.12.2016;09:00;50003920166;LSS402G;Hamar;H201;12;3;1
12.12.2016;09:00;50003920166;LSS402G;Hamar;H208;2;3;1
12.12.2016;09:00;02013420166;LAK514G;Eirberg;E203C;26;3;1
12.12.2016;09:00;02013420166;LAK514G;Eirberg;E103C;22;3;1
12.12.2016;09:00;02013420166;LAK514G;Logberg;L201;2;3;2
12.12.2016;09:00;70552220166;MAT504M;Adalbygging;A050;14;3;1
12.12.2016;09:00;70552220166;MAT504M;Logberg;L201;2;3;2
12.12.2016;09:00;70241920166;NAR503M;Adalbygging;A050;10;3;1
12.12.2016;09:00;70547120166;SAG319G;Arnagardur;A201;23;3;1
12.12.2016;09:00;70547120166;SAG319G;Arnagardur;A101;2;3;2
12.12.2016;09:00;10021220166;SAL503G;Hamar;H204;12;3;1
12.12.2016;09:00;10021220166;SAL503G;Hamar;H206;22;3;1
12.12.2016;09:00;10021220166;SAL503G;Hamar;H205;12;3;1
12.12.2016;09:00;10021220166;SAL503G;Hamar;H207;17;3;1
12.12.2016;09:00;10021220166;SAL503G;Hamar;H201;12;3;1
12.12.2016;09:00;10021220166;SAL503G;Hamar;H208;7;3;1
12.12.2016;09:00;70738020166;SJU308G;Eirberg;E203C;12;3;1
12.12.2016;09:00;70738020166;SJU308G;Eirberg;E103C;14;3;1
12.12.2016;09:00;70738020166;SJU308G;Logberg;L201;4;3;2
12.12.2016;09:00;70546220166;SPA302M;Arnagardur;A201;9;3;1
12.12.2016;09:00;70131820166;TSM001G;Arnagardur;A311;7;3;1
12.12.2016;09:00;70131820166;TSM001G;Arnagardur;A303;1;3;2
12.12.2016;09:00;08713920166;TOL305G;VRII;V156;21;3;1
12.12.2016;09:00;08713920166;TOL305G;VRII;V261;18;3;1
12.12.2016;09:00;08713920166;TOL305G;VRII;V152;12;3;1
12.12.2016;09:00;08713920166;TOL305G;Logberg;L201;2;3;2
12.12.2016;09:00;70865120166;UMV120F;Arnagardur;A304;10;3;1
12.12.2016;09:00;70865120166;UMV120F;Arnagardur;A101;2;3;2
12.12.2016;09:00;08210620166;VEL301G;VRII;V261;12;3;1
12.12.2016;09:00;08210620166;VEL301G;VRII;V152;24;3;1
12.12.2016;09:00;08210620166;VEL301G;VRII;V258;15;3;1
12.12.2016;09:00;08210620166;VEL301G;Arnagardur;A303;6;3;2
12.12.2016;09:00;04420920166;VID301G;Haskolatorg;Ht104;37;3;1
12.12.2016;09:00;04420920166;VID301G;Haskolatorg;Ht105;80;3;1
12.12.2016;09:00;04420920166;VID301G;Haskolatorg;Ht102;73;3;1
12.12.2016;09:00;04420920166;VID301G;Haskolatorg;Ht103;45;3;1
12.12.2016;09:00;04420920166;VID301G;Arnagardur;A101;6;3;2
12.12.2016;09:00;04420920166;VID301G;Arnagardur;A310;13;3;2
12.12.2016;09:00;10101320166;TJO103G;Arnagardur;A301;21;3;1
12.12.2016;09:00;10101320166;TJO103G;Arnagardur;A303;1;3;2
