Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.5;09:00;70762520196;GFR102F;Arnagardur;A201;5;3;;;;0;0;:Oddi
2019.12.5;09:00;70762420196;GFR511M;Arnagardur;A201;2;3;;;;0;0; 
2019.12.5;09:00;04520220196;HAG302G;Arnagardur;A201;20;3;;;;0;0;O201 Á301:Arnagardur Oddi
;;;;;A201;;;27;48;3;;
2019.12.5;09:00;70176920196;ISL334G;Arnagardur;A301;4;3;;;;0;0;Á303:Arnagardur
2019.12.5;09:00;70787720196;STJ107G;Arnagardur;A301;7;3;;;;0;0;A-220 HT300:Haskolatorg
2019.12.5;09:00;04520220196;HAG302G;Arnagardur;A301;16;3;;;;0;0;O201 Á301:Arnagardur Oddi
;;;;;A301;;;27;48;3;;
2019.12.5;09:00;05351120196;HSP104G;Arnagardur;A304;7;2;;;;0;0;Á301 Á311:Arnagardur
;;;;;A304;;;7;20;1;;
2019.12.5;09:00;05351120196;HSP104G;Arnagardur;A311;9;2;;;;0;0;Á301 Á311:Arnagardur
;;;;;A311;;;9;26;1;;
;;;;Arnagardur;;;;70;142;;;;
2019.12.5;09:00;70295020196;LAK310G;Askja;Askja130;12;3;;;;0;0; 
2019.12.5;09:00;04520220196;HAG302G;Askja;Askja130;8;3;;;;0;0;O201 Á301:Arnagardur Oddi
;;;;;Askja130;;;20;20;2;;
2019.12.5;09:00;70935920196;LAK124G;Askja;Askja131;10;3;;;;0;0;Lg-201 Lg-124 Lg-344 E201C Lg-343 E103C:Eirberg
2019.12.5;09:00;70947420200;HJU715G;Askja;Askja131;10;3;;;;0;0;E103C EIR325B E203C EIR321B E201C:Eirberg
2019.12.5;09:00;04520220196;HAG302G;Askja;Askja131;10;3;;;;0;0;O201 Á301:Arnagardur Oddi
;;;;;Askja131;;;30;30;3;;
;;;;Askja;;;;50;50;;;;
2019.12.5;09:00;70935920196;LAK124G;Eirberg;E103C;17;3;;;;0;0;Lg-201 Lg-124 Lg-344 E201C Lg-343 E103C:Eirberg
2019.12.5;09:00;70947420200;HJU715G;Eirberg;E103C;17;3;;;;0;0;E103C EIR325B E203C EIR321B E201C:Eirberg
;;;;;E103C;;;34;50;2;;
2019.12.5;09:00;70935920196;LAK124G;Eirberg;E201C;14;3;;;;0;0;Lg-201 Lg-124 Lg-344 E201C Lg-343 E103C:Eirberg
2019.12.5;09:00;70947420200;HJU715G;Eirberg;E201C;14;3;;;;0;0;E103C EIR325B E203C EIR321B E201C:Eirberg
;;;;;E201C;;;28;40;2;;
2019.12.5;09:00;08112120196;BYG302G;Eirberg;E203C;14;3;;;;0;0;V152 V258 V02-158:VR_2
2019.12.5;09:00;70947420200;HJU715G;Eirberg;E203C;17;3;;;;0;0;E103C EIR325B E203C EIR321B E201C:Eirberg
;;;;;E203C;;;31;50;2;;
;;;;Eirberg;;;;93;140;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.5;09:00;70989520196;HJU114G;Haskolatorg;HT102;80;3;;;;80;1;Skriða Bratti:Stakkahlid_Hamar
;;;;;HT102;;;80;85;1;;
2019.12.5;09:00;70989520196;HJU114G;Haskolatorg;HT103;24;3;;;;0;1;Skriða Bratti:Stakkahlid_Hamar
;;;;;HT103;;;24;54;1;;
2019.12.5;09:00;70963220196;TSM103G;Haskolatorg;HT104;8;3;;;;0;1;Askja132 Lg-310 Lg-212, sérstofa Stapi 210 Askja130 Askja131 
2019.12.5;09:00;70989520196;HJU114G;Haskolatorg;HT104;18;3;;;;0;1;Skriða Bratti:Stakkahlid_Hamar
;;;;;HT104;;;26;54;2;;
2019.12.5;09:00;10090020196;STJ101G;Haskolatorg;HT105;21;3;;;;0;0;O-101:Oddi
2019.12.5;09:00;70917720196;STJ106F;Haskolatorg;HT105;1;3;;;;0;0;A-220 HT300:Haskolatorg
2019.12.5;09:00;70295020196;LAK310G;Haskolatorg;HT105;21;3;;;;0;0; 
;;;;;HT105;;;43;85;3;;
;;;;Haskolatorg;;;;173;278;;;;
2019.12.5;09:00;70429520196;KME110F;HusVigdisar;VHV007;21;3;;;;0;1;H207 E-301:Stakkahlid_Hamar
2019.12.5;09:00;70989520196;HJU114G;HusVigdisar;VHV007;23;3;;;;0;1;Skriða Bratti:Stakkahlid_Hamar
;;;;;VHV007;;;44;44;2;;
;;;;HusVigdisar;;;;44;44;;;;
2019.12.5;09:00;70429520196;KME110F;Logberg;L102;25;3;;;;0;1;H207 E-301:Stakkahlid_Hamar
;;;;;L102;;;25;25;1;;
2019.12.5;09:00;10090020196;STJ101G;Logberg;L103;12;3;;;;0;0;O-101:Oddi
2019.12.5;09:00;70980220196;UME502G;Logberg;L103;13;3;;;;0;0;K207 H206:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;L103;;;25;25;2;;
;;;;Logberg;;;;50;50;;;;
2019.12.5;09:00;05500120196;ISE103G;Oddi;O201;30;3;;;;0;0;Veröld-008 VHV007 L103 HB-3:Logberg HusVigdisar
2019.12.5;09:00;08112120196;BYG302G;Oddi;O201;14;3;;;;0;0;V152 V258 V02-158:VR_2
;;;;;O201;;;44;44;2;;
;;;;Oddi;;;;44;44;;;;
2019.12.5;09:00;70656620196;ENS339G;Stakkahlid_Hamar;H101;13;3;;;;0;1;VHV007:HusVigdisar
;;;;;H101;;;13;22;1;;
2019.12.5;09:00;70980220196;UME502G;Stakkahlid_Hamar;H201;9;3;;;;0;0;K207 H206:Stakkahlid_Hamar Stakkahlid_Klettur
2019.12.5;09:00;70768420196;TJO333G;Stakkahlid_Hamar;H201;9;3;;;;0;0;O-106 Stapi 107 A-220:Oddi
;;;;;H201;;;18;25;2;;
