Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.10;09:00;10021020196;SAL320G;Adalbygging;A050;10;3;;;;0;0;HT105 Stapi 108 G101:Gimli Haskolatorg
2019.12.10;09:00;70791320196;IET008G;Adalbygging;A050;5;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;A050;;;15;15;2;;
2019.12.10;09:00;08213320196;IDN502G;Adalbygging;A051;5;3;;;;0;0;V02-158:VR_2
;;;;;A051;;;5;12;1;;
;;;;;A052;;;0;18;0;;
2019.12.10;09:00;08711220196;TOL105G;Adalbygging;A069;5;3;;;;0;0;Askja132 V152 V156 O201 V258 V02-158 HT105:Askja Haskolatorg 
2019.12.10;09:00;50004520196;LSS105G;Adalbygging;A069;4;3;;;;0;0;K-102 K-103 E-301 K-202 K204:Stakkahlid_Enni Stakkahlid_Klett
;;;;;A069;;;9;12;2;;
;;;;Adalbygging;;;;29;57;;;;
2019.12.10;09:00;10060820196;FRG103G;Arnagardur;A201;16;3;;;;0;1;HB-3 O201:Oddi
;;;;;A201;;;16;48;1;;
2019.12.10;09:00;05601220196;SAG306G;Arnagardur;A301;12;3;;;;0;0;Á304:Arnagardur
2019.12.10;09:00;70897620196;LYF122F;Arnagardur;A301;12;3;;;;0;0; 
;;;;;A301;;;24;48;2;;
2019.12.10;09:00;10060820196;FRG103G;Arnagardur;A304;7;3;;;;0;1;HB-3 O201:Oddi
;;;;;A304;;;7;20;1;;
2019.12.10;09:00;10060820196;FRG103G;Arnagardur;A311;9;3;;;;0;1;HB-3 O201:Oddi
;;;;;A311;;;9;26;1;;
;;;;Arnagardur;;;;56;142;;;;
2019.12.10;09:00;70791320196;IET008G;Askja;Askja130;15;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;Askja130;;;15;20;1;;
2019.12.10;09:00;09634920196;LAN514G;Askja;Askja131;10;3;;;;0;1;O-106 Askja130 N-120:Askja Oddi
2019.12.10;09:00;10060820196;FRG103G;Askja;Askja131;20;3;;;;0;1;HB-3 O201:Oddi
;;;;;Askja131;;;30;30;2;;
;;;;Askja;;;;45;50;;;;
2019.12.10;09:00;10060820196;FRG103G;Eirberg;E101;12;3;;;;0;1;HB-3 O201:Oddi
;;;;;E101;;;12;12;1;;
2019.12.10;09:00;02015820196;LAK305F;Eirberg;E103C;13;3;;;;0;0;:Askja Oddi
2019.12.10;09:00;08213320196;IDN502G;Eirberg;E103C;17;3;;;;0;0;V02-158:VR_2
;;;;;E103C;;;30;50;2;;
2019.12.10;09:00;09601120196;JAR101G;Eirberg;E201C;15;3;;;;0;0;Askja131 Askja130:Askja
2019.12.10;09:00;08213320196;IDN502G;Eirberg;E201C;15;3;;;;0;0;V02-158:VR_2
;;;;;E201C;;;30;44;2;;
2019.12.10;09:00;09601120196;JAR101G;Eirberg;E203C;15;3;;;;0;0;Askja131 Askja130:Askja
2019.12.10;09:00;08213320196;IDN502G;Eirberg;E203C;17;3;;;;0;0;V02-158:VR_2
;;;;;E203C;;;32;50;2;;
;;;;Eirberg;;;;104;156;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.10;09:00;08711220196;TOL105G;Haskolatorg;HT102;29;3;;;;0;0;Askja132 V152 V156 O201 V258 V02-158 HT105:Askja Haskolatorg 
2019.12.10;09:00;10021020196;SAL320G;Haskolatorg;HT102;29;3;;;;0;0;HT105 Stapi 108 G101:Gimli Haskolatorg
;;;;;HT102;;;58;85;2;;
2019.12.10;09:00;08711220196;TOL105G;Haskolatorg;HT103;18;3;;;;0;0;Askja132 V152 V156 O201 V258 V02-158 HT105:Askja Haskolatorg 
2019.12.10;09:00;10021020196;SAL320G;Haskolatorg;HT103;18;3;;;;0;0;HT105 Stapi 108 G101:Gimli Haskolatorg
;;;;;HT103;;;36;54;2;;
2019.12.10;09:00;08711220196;TOL105G;Haskolatorg;HT104;18;3;;;;0;0;Askja132 V152 V156 O201 V258 V02-158 HT105:Askja Haskolatorg 
;;;;;HT104;;;18;54;1;;
2019.12.10;09:00;08711220196;TOL105G;Haskolatorg;HT105;29;3;;;;0;0;Askja132 V152 V156 O201 V258 V02-158 HT105:Askja Haskolatorg 
2019.12.10;09:00;10021020196;SAL320G;Haskolatorg;HT105;29;3;;;;0;0;HT105 Stapi 108 G101:Gimli Haskolatorg
;;;;;HT105;;;58;85;2;;
;;;;Haskolatorg;;;;170;278;;;;
2019.12.10;09:00;70791320196;IET008G;HusVigdisar;VHV007;33;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;VHV007;;;33;44;1;;
;;;;HusVigdisar;;;;33;44;;;;
2019.12.10;09:00;08711220196;TOL105G;Logberg;L102;9;3;;;;0;0;Askja132 V152 V156 O201 V258 V02-158 HT105:Askja Haskolatorg 
2019.12.10;09:00;70096120196;JAR508M;Logberg;L102;16;3;;;;0;0;V152 Askja130 Askja131:Askja VR_2
;;;;;L102;;;25;25;2;;
2019.12.10;09:00;02015820196;LAK305F;Logberg;L103;12;3;;;;0;0;:Askja Oddi
;;;;;L103;;;12;25;1;;
;;;;Logberg;;;;37;50;;;;
;;;;;O201;;;0;44;0;;
2019.12.10;09:00;08711220196;TOL105G;Oddi;O202;12;3;;;;0;0;Askja132 V152 V156 O201 V258 V02-158 HT105:Askja Haskolatorg 
2019.12.10;09:00;10021020196;SAL320G;Oddi;O202;8;3;;;;0;0;HT105 Stapi 108 G101:Gimli Haskolatorg
;;;;;O202;;;20;20;2;;
;;;;Oddi;;;;20;64;;;;
2019.12.10;09:00;10060820196;FRG103G;Stakkahlid_Enni;E301;23;3;;;;0;1;HB-3 O201:Oddi
;;;;;E301;;;23;30;1;;
2019.12.10;09:00;70791320196;IET008G;Stakkahlid_Enni;E303;7;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
2019.12.10;09:00;08213320196;IDN502G;Stakkahlid_Enni;E303;11;3;;;;0;0;V02-158:VR_2
;;;;;E303;;;18;20;2;;
;;;;Stakkahlid_Enni;;;;41;50;;;;
2019.12.10;09:00;70791320196;IET008G;Stakkahlid_Hamar;H101;8;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;H101;;;8;22;1;;
2019.12.10;09:00;70791320196;IET008G;Stakkahlid_Hamar;H201;9;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;H201;;;9;25;1;;
2019.12.10;09:00;09634920196;LAN514G;Stakkahlid_Hamar;H202;7;3;;;;0;1;O-106 Askja130 N-120:Askja Oddi
;;;;;H202;;;7;19;1;;
2019.12.10;09:00;70791320196;IET008G;Stakkahlid_Hamar;H203;7;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;H203;;;7;19;1;;
2019.12.10;09:00;70791320196;IET008G;Stakkahlid_Hamar;H204;7;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;H204;;;7;20;1;;
2019.12.10;09:00;70791320196;IET008G;Stakkahlid_Hamar;H205;9;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;H205;;;9;25;1;;
2019.12.10;09:00;70791320196;IET008G;Stakkahlid_Hamar;H206;7;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;H206;;;7;21;1;;
2019.12.10;09:00;70791320196;IET008G;Stakkahlid_Hamar;H207;12;3;;;;0;0;Bratti H207:Stakkahlid_Hamar
;;;;;H207;;;12;34;1;;
