Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
;;;;;A050;;;0;15;0;;
2019.12.4;13:30;09681220196;JAR312G;Adalbygging;A051;4;3;;;;0;0;N-264:Askja
;;;;;A051;;;4;12;1;;
;;;;;A052;;;0;18;0;;
2019.12.4;13:30;08114220196;BYG501G;Adalbygging;A069;5;3;;;;0;0;V02-354, heimast. V03-102:VR_2
;;;;;A069;;;5;12;1;;
;;;;Adalbygging;;;;9;57;;;;
2019.12.4;13:30;70075020196;MEX020G;Arnagardur;A201;9;3;;;;0;0;K204 K-102 K205:Stakkahlid_Klettur
2019.12.4;13:30;50000720196;IET101G;Arnagardur;A201;16;3;;;;0;0;H202 H203 H-204 H-206 H-101 Bratti H201:Stakkahlid_Hamar
;;;;;A201;;;25;48;2;;
2019.12.4;13:30;50000720196;IET101G;Arnagardur;A301;16;3;;;;0;0;H202 H203 H-204 H-206 H-101 Bratti H201:Stakkahlid_Hamar
2019.12.4;13:30;09681220196;JAR312G;Arnagardur;A301;11;3;;;;0;0;N-264:Askja
;;;;;A301;;;27;48;2;;
2019.12.4;13:30;50000720196;IET101G;Arnagardur;A304;7;3;;;;0;0;H202 H203 H-204 H-206 H-101 Bratti H201:Stakkahlid_Hamar
2019.12.4;13:30;09681220196;JAR312G;Arnagardur;A304;7;3;;;;0;0;N-264:Askja
;;;;;A304;;;14;20;2;;
2019.12.4;13:30;70791020196;MAF102G;Arnagardur;A311;12;3;;;;0;0;L205 VHV108:Logberg HusVigdisar
2019.12.4;13:30;50000720196;IET101G;Arnagardur;A311;9;3;;;;0;0;H202 H203 H-204 H-206 H-101 Bratti H201:Stakkahlid_Hamar
;;;;;A311;;;21;26;2;;
;;;;Arnagardur;;;;87;142;;;;
2019.12.4;13:30;71008020196;FEL109G;Askja;Askja130;20;3;;;;0;1;Ág-422:Arnagardur
;;;;;Askja130;;;20;20;1;;
2019.12.4;13:30;04410220196;VID103G;Askja;Askja131;15;3;;;;0;0;HB-1 Á301 O202 Askja132 HT103 L-101:Askja Arnagardur Haskolat
2019.12.4;13:30;08214420196;VEL502G;Askja;Askja131;11;3;;;;0;0;V02-262, heimast. V03-118:VR_2
;;;;;Askja131;;;26;30;2;;
;;;;Askja;;;;46;50;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.4;13:30;04410220196;VID103G;Haskolatorg;HT102;29;3;;;;0;0;HB-1 Á301 O202 Askja132 HT103 L-101:Askja Arnagardur Haskolat
2019.12.4;13:30;50000720196;IET101G;Haskolatorg;HT102;29;3;;;;0;0;H202 H203 H-204 H-206 H-101 Bratti H201:Stakkahlid_Hamar
;;;;;HT102;;;58;85;2;;
