Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.6;13:30;05400020196;ISL109G;Arnagardur;A201;16;3;;;;0;0;Á201 Á301:Arnagardur
2019.12.6;13:30;04510320196;HAG101G;Arnagardur;A201;16;3;;;;0;0;HT102 HT103 L102 Á201 O-106 Stapi 216 Ág-422 Stapi 210:Arnaga
;;;;;A201;;;32;48;2;;
2019.12.6;13:30;05400020196;ISL109G;Arnagardur;A301;16;3;;;;0;0;Á201 Á301:Arnagardur
2019.12.6;13:30;04510320196;HAG101G;Arnagardur;A301;16;3;;;;0;0;HT102 HT103 L102 Á201 O-106 Stapi 216 Ág-422 Stapi 210:Arnaga
;;;;;A301;;;32;48;2;;
2019.12.6;13:30;04510320196;HAG101G;Arnagardur;A304;7;3;;;;0;0;HT102 HT103 L102 Á201 O-106 Stapi 216 Ág-422 Stapi 210:Arnaga
;;;;;A304;;;7;20;1;;
2019.12.6;13:30;70362120196;HAG512M;Arnagardur;A311;11;3;;;;0;0;O-106:Oddi
2019.12.6;13:30;04510320196;HAG101G;Arnagardur;A311;9;3;;;;0;0;HT102 HT103 L102 Á201 O-106 Stapi 216 Ág-422 Stapi 210:Arnaga
;;;;;A311;;;20;26;2;;
;;;;Arnagardur;;;;91;142;;;;
2019.12.6;13:30;04510320196;HAG101G;Askja;Askja130;13;3;;;;0;0;HT102 HT103 L102 Á201 O-106 Stapi 216 Ág-422 Stapi 210:Arnaga
2019.12.6;13:30;09517720196;LIF516M;Askja;Askja130;7;3;;;;0;0;N-121 N-128 N-129:Askja
;;;;;Askja130;;;20;20;2;;
2019.12.6;13:30;04510320196;HAG101G;Askja;Askja131;10;3;;;;0;0;HT102 HT103 L102 Á201 O-106 Stapi 216 Ág-422 Stapi 210:Arnaga
2019.12.6;13:30;08711420196;TOL104G;Askja;Askja131;20;3;;;;0;0;V147 V261 HT102 HT105 V02-158 HT104:Haskolatorg VR_2
;;;;;Askja131;;;30;30;2;;
;;;;Askja;;;;50;50;;;;
2019.12.6;13:30;01400520196;GFR110G;Eirberg;E103C;9;3;;;;0;0; 
2019.12.6;13:30;70066920196;DET102G;Eirberg;E103C;17;3;;;;0;0;VHV-023 VHV103:HusVigdisar
;;;;;E103C;;;26;50;2;;
2019.12.6;13:30;70066920196;DET102G;Eirberg;E201C;14;3;;;;0;0;VHV-023 VHV103:HusVigdisar
