Dagur;Tími;ID;Námskeið;Stofa;Bygging;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða;Forgangur
9.12.2016;09:00;70620820166;ISL321G;Adalbygging;A050;12;3;;;;;
9.12.2016;09:00;70703920166;TJO325G;Adalbygging;A050;12;3;;;;;
;;;;;A050;;;24;24;2;2
;;;;;A051;;;0;12;0;2
9.12.2016;09:00;70703920166;TJO325G;Adalbygging;A052;18;3;;;;;
;;;;;A052;;;18;18;1;2
9.12.2016;09:00;70620820166;ISL321G;Adalbygging;A218;23;3;;;;;
;;;;;A218;;;23;23;1;2
;;;;Adalbygging;;;;65;77;;;
;;;;;N130;;;0;20;0;2
;;;;;N131;;;0;30;0;2
;;;;Askja;;;;0;50;;;
9.12.2016;09:00;09513920166;LIF301G;Arnagardur;A201;17;3;;;;;
9.12.2016;09:00;70740620166;LIF531M;Arnagardur;A201;13;3;;;;;
9.12.2016;09:00;05601220166;SAG306G;Arnagardur;A201;18;3;;;;;
;;;;;A201;;;48;48;3;1
9.12.2016;09:00;04075020166;HAG109F;Arnagardur;A301;17;3;;;;;
9.12.2016;09:00;09513920166;LIF301G;Arnagardur;A301;12;3;;;;;
9.12.2016;09:00;05601220166;SAG306G;Arnagardur;A301;17;3;;;;;
;;;;;A301;;;46;48;3;1
9.12.2016;09:00;09513920166;LIF301G;Arnagardur;A304;26;3;;;;;
;;;;;A304;;;26;26;1;1
9.12.2016;09:00;09513920166;LIF301G;Arnagardur;A311;18;3;;;;;
9.12.2016;09:00;05292220166;SPA101M;Arnagardur;A311;6;3;;;;;
;;;;;A311;;;24;24;2;1
;;;;Arnagardur;;;;144;146;;;
;;;;;E101C;;;0;12;0;3
9.12.2016;09:00;02082420166;LEI401G;Eirberg;E103C;23;3;;;;;
9.12.2016;09:00;70589120166;LAK120G;Eirberg;E103C;12;3;;;;;
9.12.2016;09:00;70589220166;LAK121G;Eirberg;E103C;15;3;;;;;
;;;;;E103C;;;50;50;3;1
9.12.2016;09:00;70589120166;LAK120G;Eirberg;E201C;12;3;;;;;
9.12.2016;09:00;70740320166;SJU309G;Eirberg;E201C;25;3;;;;;
9.12.2016;09:00;70706520166;TSM502G;Eirberg;E201C;4;3;;;;;
;;;;;E201C;;;41;44;3;1
9.12.2016;09:00;70589120166;LAK120G;Eirberg;E203C;21;3;;;;;
9.12.2016;09:00;70589220166;LAK121G;Eirberg;E203C;24;3;;;;;
9.12.2016;09:00;70232020166;TSM304G;Eirberg;E203C;4;3;;;;;
;;;;;E203C;;;49;50;3;1
;;;;Eirberg;;;;140;156;;;
;;;;Gimli;;;;0;0;;;
9.12.2016;09:00;11141320166;HJU703G;Haskolatorg;Ht102;31;3;;;;;
9.12.2016;09:00;08213720166;IDN503G;Haskolatorg;Ht102;37;3;;;;;
9.12.2016;09:00;70642020166;STJ106G;Haskolatorg;Ht102;12;3;;;;;
;;;;;Ht102;;;80;80;3;1
9.12.2016;09:00;11141320166;HJU703G;Haskolatorg;Ht103;12;3;;;;;
9.12.2016;09:00;08213720166;IDN503G;Haskolatorg;Ht103;27;3;;;;;
9.12.2016;09:00;70787720166;STJ101M;Haskolatorg;Ht103;12;3;;;;;
;;;;;Ht103;;;51;52;3;1
9.12.2016;09:00;11141320166;HJU703G;Haskolatorg;Ht104;22;3;;;;;
9.12.2016;09:00;08213720166;IDN503G;Haskolatorg;Ht104;12;3;;;;;
9.12.2016;09:00;70787720166;STJ101M;Haskolatorg;Ht104;18;3;;;;;
;;;;;Ht104;;;52;52;3;1
