Dagur;Tími;ID;Námskeið;Stofa;Bygging;Fjöldi;Lengd prófs;Forgangur
13.12.2016;13:30;04071220166;VID113F;Haskolatorg;Ht204;28;3;1
13.12.2016;13:30;04071220166;VID113F;Haskolatorg;Ht302;4;3;1
13.12.2016;13:30;70615820166;ABF316G;Arnagardur;A311;9;3;1
13.12.2016;13:30;70615820166;ABF316G;Arnagardur;A101;2;3;2
13.12.2016;13:30;10060020166;FRG101G;VRII;V152;35;2;1
13.12.2016;13:30;10060020166;FRG101G;VRII;V258;18;2;1
13.12.2016;13:30;10060020166;FRG101G;Adalbygging;A222;16;2;1
13.12.2016;13:30;02062220166;GSL303G;Eirberg;E201C;13;3;1
13.12.2016;13:30;02062220166;GSL303G;Logberg;L201;4;3;2
13.12.2016;13:30;70796820166;GSS092G;Hamar;H204;18;3;1
13.12.2016;13:30;70796820166;GSS092G;Hamar;H205;12;3;1
13.12.2016;13:30;70796820166;GSS092G;Hamar;H207;29;3;1
13.12.2016;13:30;70796820166;GSS092G;Hamar;H201;14;3;1
13.12.2016;13:30;70796820166;GSS092G;Hamar;H208;2;3;1
13.12.2016;13:30;70818620166;GSS0AXG;Hamar;H205;13;3;1
13.12.2016;13:30;70818620166;GSS0AXG;Hamar;H208;1;3;1
13.12.2016;13:30;70844620166;HJU308G;Eirberg;E203C;38;3;1
13.12.2016;13:30;70844620166;HJU308G;Eirberg;E103C;21;3;1
13.12.2016;13:30;70844620166;HJU308G;Eirberg;E201C;12;3;1
13.12.2016;13:30;70844620166;HJU308G;Adalbygging;A225;6;3;1
13.12.2016;13:30;11133320166;HJU502G;Eirberg;E203C;12;3;1
13.12.2016;13:30;11133320166;HJU502G;Eirberg;E103C;29;3;1
13.12.2016;13:30;11133320166;HJU502G;Eirberg;E201C;19;3;1
13.12.2016;13:30;11133320166;HJU502G;Arnagardur;A310;6;3;2
13.12.2016;13:30;11141520166;HJU705G;Arnagardur;A201;28;3;1
13.12.2016;13:30;11141520166;HJU705G;Arnagardur;A301;18;3;1
13.12.2016;13:30;11141520166;HJU705G;Arnagardur;A311;15;3;1
13.12.2016;13:30;11141520166;HJU705G;Arnagardur;A304;14;3;1
13.12.2016;13:30;11141520166;HJU705G;Arnagardur;A101;7;3;2
13.12.2016;13:30;08212120166;IDN101G;Haskolatorg;Ht104;12;3;1
13.12.2016;13:30;08212120166;IDN101G;Haskolatorg;Ht105;51;3;1
13.12.2016;13:30;08212120166;IDN101G;Haskolatorg;Ht102;43;3;1
13.12.2016;13:30;08212120166;IDN101G;Haskolatorg;Ht103;16;3;1
13.12.2016;13:30;08212120166;IDN101G;Adalbygging;A225;9;3;1
13.12.2016;13:30;70624420166;ITA113G;Oddi;O201;10;3;2
13.12.2016;13:30;70624420166;ITA113G;Arnagardur;A101;1;3;2
13.12.2016;13:30;70789520166;ITH115G;Haskolatorg;Ht104;12;3;1
13.12.2016;13:30;70789520166;ITH115G;Haskolatorg;Ht105;12;3;1
13.12.2016;13:30;70789520166;ITH115G;Haskolatorg;Ht102;12;3;1
13.12.2016;13:30;70789520166;ITH115G;Haskolatorg;Ht103;24;3;1
13.12.2016;13:30;70789520166;ITH115G;Hamar;H208;6;3;1
13.12.2016;13:30;70591720166;KIN107G;Arnagardur;A201;8;3;1
13.12.2016;13:30;70591720166;KIN107G;Arnagardur;A301;8;3;1
13.12.2016;13:30;70591720166;KIN107G;Arnagardur;A101;1;3;2
13.12.2016;13:30;09512120166;LIF315G;Oddi;O202;20;3;2
13.12.2016;13:30;09512120166;LIF315G;Oddi;O201;17;3;2
13.12.2016;13:30;09512120166;LIF315G;Arnagardur;A310;7;3;2
13.12.2016;13:30;70214720166;LYF509G;VRII;V261;30;3;1
13.12.2016;13:30;70214720166;LYF509G;Logberg;L201;3;3;2
13.12.2016;13:30;09103220166;STA303G;Logberg;L103;16;3;1
13.12.2016;13:30;09103220166;STA303G;Logberg;L102;18;3;1
13.12.2016;13:30;09103220166;STA303G;Logberg;L201;3;3;2
13.12.2016;13:30;70315420166;TAL103F;Logberg;L103;7;3;1
13.12.2016;13:30;70315420166;TAL103F;Logberg;L102;7;3;1
13.12.2016;13:30;70315420166;TAL103F;Logberg;L201;1;3;2
13.12.2016;13:30;70043820166;TAK105G;Arnagardur;A201;12;3;1
13.12.2016;13:30;70043820166;TAK105G;Arnagardur;A304;12;3;1
13.12.2016;13:30;70043820166;TAK105G;Arnagardur;A101;3;3;2
13.12.2016;13:30;10532420166;UMS103F;Hamar;H204;7;3;1
13.12.2016;13:30;10532420166;UMS103F;Hamar;H207;7;3;1
13.12.2016;13:30;10532420166;UMS103F;Hamar;H208;1;3;1
13.12.2016;13:30;10033020166;UMS501G;Hamar;H207;9;3;1
13.12.2016;13:30;10033020166;UMS501G;Hamar;H201;9;3;1
13.12.2016;13:30;10033020166;UMS501G;Hamar;H208;5;3;1
13.12.2016;13:30;70276020166;UMV114F;Oddi;O201;17;3;2
13.12.2016;13:30;70276020166;UMV114F;Logberg;L201;2;3;2
13.12.2016;13:30;04440120166;VID511G;Haskolatorg;Ht104;28;3;1
13.12.2016;13:30;04440120166;VID511G;Haskolatorg;Ht105;12;3;1
13.12.2016;13:30;04440120166;VID511G;Haskolatorg;Ht102;25;3;1
13.12.2016;13:30;04440120166;VID511G;Haskolatorg;Ht103;12;3;1
13.12.2016;13:30;04440120166;VID511G;Logberg;L201;5;3;2
13.12.2016;13:30;05770020166;JAP101G;Arnagardur;A301;22;3;1
13.12.2016;13:30;05770020166;JAP101G;Arnagardur;A101;1;3;2
