Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A201;16;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
2019.12.2;13:30;02081120196;LEI102G;Arnagardur;A201;16;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
;;;;;A201;;;32;48;2;;
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A301;16;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
2019.12.2;13:30;02081120196;LEI102G;Arnagardur;A301;16;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
;;;;;A301;;;32;48;2;;
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A304;7;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
2019.12.2;13:30;02081120196;LEI102G;Arnagardur;A304;10;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
;;;;;A304;;;17;20;2;;
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A311;9;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
2019.12.2;13:30;10150120196;KYN106G;Arnagardur;A311;9;3;;;;0;0;Ág-422:Arnagardur
;;;;;A311;;;18;26;2;;
;;;;Arnagardur;;;;99;142;;;;
2019.12.2;13:30;10150120196;KYN106G;Askja;Askja130;8;3;;;;0;0;Ág-422:Arnagardur
2019.12.2;13:30;10542020196;KYN101F;Askja;Askja130;9;3;;;;0;0;Ág-422:Arnagardur
;;;;;Askja130;;;17;20;2;;
2019.12.2;13:30;10026020196;SAL102G;Askja;Askja131;20;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
2019.12.2;13:30;09103120196;STA302G;Askja;Askja131;10;3;;;;0;0;Askja131 HT102 HB-1 Askja132 L103 V02-158 N-128 V155:Askja Ha
;;;;;Askja131;;;30;30;2;;
;;;;Askja;;;;47;50;;;;
2019.12.2;13:30;10026020196;SAL102G;Eirberg;E103C;33;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
2019.12.2;13:30;09103120196;STA302G;Eirberg;E103C;17;3;;;;0;0;Askja131 HT102 HB-1 Askja132 L103 V02-158 N-128 V155:Askja Ha
;;;;;E103C;;;50;50;2;;
2019.12.2;13:30;10026020196;SAL102G;Eirberg;E201C;30;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
;;;;;E201C;;;30;40;1;;
2019.12.2;13:30;10026220196;SAL308G;Eirberg;E203C;23;3;;;;0;0;HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Eirberg;E203C;27;3;;;;0;0;Askja131 HT102 HB-1 Askja132 L103 V02-158 N-128 V155:Askja Ha
;;;;;E203C;;;50;50;2;;
;;;;Eirberg;;;;130;140;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.2;13:30;10026020196;SAL102G;Haskolatorg;HT102;29;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
