# uppfært 29/10

param Slot :=
TOL106G 14 1
EFN307G 18 1
EFN315G 18 1
TOL306G 10 1
IDN503G 11 1
HBV501G 3 1
LIF118F 1 1
EFN309G 9 1
TOL304G 22 1
VEL301G 13 1
EDL102G 7 1
EDL107G 7 1
EFN301G 22 1
EFN108G 21 1
LIF523G 1 1
LAN108F 1 1
LAN512G 1 1
JED505G 17 1
JED301G 17 1
TOL305G 13 1
TOV301G 15 1
LIF531M 11 1
TOL104G 18 1
IDN101G 16 1
TOL103G 20 1
VID103G 18 1
VID509G 4 1
VID303G 12 1
VID166F 5 1
HAG103G 22 1
VID167F 19 1
VID305G 5 1
HAG101G 12 1
VID102G 10 1
VID302G 15 1
FEL306G 17 1
VID513G 1 1
STJ101G 22 1
VID101G 2 1
VID505G 20 1
VID503G 3 1
FRG109G 7 1
STJ102G 8 1
FEL309G 3 1
STJ318G 8 1
LEI102G 12 1
LEI107G 21 1
SAL102G 8 1
SAL308G 1 1
SAL103G 2 1
SAL320G 11 1
GSL104G 14 1
LEI103G 17 1
ISE004G 17 1
ISE501G 14 1
ISE014G 14 1
ABF043G 20 1
HSP107G 4 1
ISE001G 2 1
ISE309G 8 1
ABF316G 16 1
ISE002G 8 1
ENS102G 18 1
ISE302G 1 1
ISE102G 18 1
DET102G 8 1
ISE305G 4 1
ENS110G 2 1
ISE301G 22 1
GFR062F 5 1
GFR509M 5 1
MIS105F 1 1
ISE502G 12 1
TAK307G 12 1
GSS092G 16 1
TRS311G 20 1
GSS067G 1 1
UMS501G 16 1
GSS103G 8 1
ITH108G 19 1
GSS105G 19 1
ITH115G 16 1
UMS103F 16 1
STA519M 14 1
IDN501G 8 1
HJU305G 2 1
HAG106F 21 1
BYG101M 4 1
STA301G 7 1
ENS445G 6 1
SAL501M 9 1
VID501G 6 1
UMV120F 13 1
JAP302G 13 1
JED502M 12 1
LAK212G 9 1
RUS201G 19 1
LIS004G 20 1
LEI502G 5 1
FRA109G 5 1
ASK304F 13 1
ITH109G 5 1
MAT105G 6 1
HSP321G 17 1
ITA302G 12 1
HSP103G 20 1
LIF311G 10 1
LAN305G 4 1
LEF508G 14 1
IDN101M 17 1
RAF501G 14 1
BYG501G 13 1
JAR101G 12 1
UAU102F 11 1
RAF505G 11 1
REI503M 1 1
LIF102G 19 1
LIF313G 19 1
LAN514G 18 1
LIF516M 14 1
LIF505M 7 1
UAU112F 21 1
UMV101M 4 1
LIF513M 7 1
EFN515M 11 1
LIF108G 18 1
LEF501M 22 1
LAN102G 17 1
EDL506G 12 1
VEL114F 12 1
BYG116F 8 1
VEL120F 22 1
JAR117F 14 1
EFN316G 22 1
JED104G 9 1
REI502M 7 1
TOV501M 1 1
LIF315G 16 1
UAU111F 18 1
BYG302G 13 1
EDL520M 4 1
EDL101G 6 1
EFN311G 19 1
JAR504M 8 1
STA303G 16 1
EDL302G 15 1
IDN113F 4 1
STA304G 3 1
STA101G 5 1
UMV502G 8 1
JAR312G 5 1
BYG115F 2 1
UMV102G 15 1
EDL509M 19 1
JAR308G 10 1
BYG503G 12 1
BYG301G 11 1
TOL504M 21 1
EDL301G 10 1
RAF504G 22 1
EFN513M 2 1
EFN304G 13 1
IDN121F 1 1
STA520M 19 1
LAN101G 21 1
UMV114F 22 1
RAF503G 17 1
RAF301G 20 1
EDL515M 6 1
EFN103G 6 1
JAR129F 5 1
TOL502G 8 1
BYG120F 17 1
EDL523M 15 1
FEL321G 5 1
MAN504M 21 1
VID114F 7 1
FEL313G 20 1
MAN330G 14 1
MAN331G 18 1
NSR007F 6 1
HAG304G 17 1
OSS101F 4 1
FRG316G 22 1
TJO104G 8 1
FRG504G 7 1
FEL101G 12 1
BLF314F 1 1
ASK103F 12 1
UPP109F 19 1
UPP105F 11 1
VID162F 19 1
VID108F 3 1
STJ106G 11 1
HAG302G 9 1
UPP103F 5 1
STJ303M 4 1
STJ101M 11 1
HAG301G 7 1
ASK110F 3 1
STJ304G 13 1
VID112F 1 1
ASK305F 22 1
FOM001F 14 1
VID511G 16 1
VID304G 22 1
VID110F 11 1
TJO325G 11 1
HAG101F 5 1
FEL308G 10 1
FRG102G 3 1
STJ301M 17 1
BLF112F 7 1
ASK102F 8 1
TJO103G 13 1
MAN103G 8 1
HAG303G 20 1
HAG109F 11 1
FRG501G 19 1
VID113F 16 1
HAG110F 14 1
FRG314G 10 1
FEL105G 13 1
FEL403G 7 1
STJ317G 4 1
ASK101F 14 1
HAG503G 5 1
VID504G 11 1
HAG512M 4 1
HAG508G 22 1
FRG101G 15 1
STJ325G 18 1
FRG509G 5 1
VID111F 17 1
FFR302M 10 1
STJ343G 11 1
STJ503G 14 1
SJU105G 8 1
LAK314G 9 1
SJU704G 6 1
LEI402G 20 1
LAK313G 13 1
LAK502F 15 1
LEI401G 11 1
SAL504G 19 1
MAT303M 18 1
LEI503G 13 1
SAL503G 13 1
SJU706G 20 1
GSL405G 19 1
SJU309G 11 1
LYF301G 18 1
MAT504M 13 1
TAL101F 6 1
GSL105G 7 1
SJU307G 5 1
TAL106F 20 1
NAR503M 13 1
NAR501M 4 1
TAN208G 18 1
SAL312G 7 1
LAK310G 14 1
SAL136F 20 1
SAL135F 6 1
GSL505G 5 1
GSL301G 20 1
LYF105F 20 1
MAT103G 15 1
SJU308G 13 1
NAR103G 20 1
GSL103G 5 1
LAK510F 19 1
SJU306G 20 1
LEI501G 19 1
LYF509G 16 1
LYF507G 20 1
LYF303G 22 1
GSL101G 18 1
LYF111G 11 1
SAL502G 5 1
NAR101G 4 1
SAL519G 15 1
GSL303G 16 1
TAN207G 21 1
NAR504M 19 1
LYF114F 6 1
LYF508G 6 1
SJU106G 22 1
SJU508G 20 1
SJU509G 4 1
LIS102G 4 1
TYS310G 19 1
GFR513M 17 1
DAN101G 19 1
TYS308G 14 1
RUS104G 17 1
RUS308G 7 1
RUS309G 1 1
KIN102G 6 1
SPA302M 13 1
TYD002M 15 1
SPA105G 21 1
TYS104G 3 1
ENS506G 10 1
LAT101G 18 1
SAN106G 18 1
ISL301G 15 1
ABF305G 4 1
ITA113G 16 1
ISL321G 11 1
GFR324M 13 1
SAG306G 11 1
GFR104G 5 1
FRA107G 18 1
ITA324G 19 1
SPA101M 11 1
TYS311G 5 1
RUS106G 4 1
SPA107G 4 1
TAK103G 12 1
AMV105G 6 1
HSP310G 11 1
ITA115G 22 1
KVI101G 17 1
KIN309G 10 1
KIN302G 20 1
KIN107G 16 1
JAP101G 16 1
JAP304G 4 1
JAP103G 19 1
JAP106G 21 1
JAP303G 7 1
JAP102G 4 1
ITA112G 3 1
TAK105G 16 1
ISL110G 22 1
FOR103G 20 1
DET101G 12 1
SAN107G 22 1
GRI107G 10 1
SAG103G 22 1
GFR212G 6 1
TAK302G 4 1
