Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.11;09:00;10040020196;FEL102G;Adalbygging;A050;12;3;;;;0;0;O-101 L205:Logberg Oddi
;;;;;A050;;;12;15;1;;
2019.12.11;09:00;70589220196;LAK121G;Adalbygging;A051;4;3;;;;0;0;Lg-344 E103C Lg-310 E203C Lg-343 Hugvísindasvið:Eirberg
;;;;;A051;;;4;12;1;;
2019.12.11;09:00;70896420196;LYF515G;Adalbygging;A052;10;3;;;;0;0; 
;;;;;A052;;;10;18;1;;
2019.12.11;09:00;09355020196;LEF501M;Adalbygging;A069;5;3;;;;0;0;V01-118 V147:VR_2
;;;;;A069;;;5;12;1;;
;;;;Adalbygging;;;;31;57;;;;
2019.12.11;09:00;10070420196;MAN103G;Arnagardur;A201;16;3;;;;0;0;Ág-422 HB-4:Arnagardur
2019.12.11;09:00;05400120196;ISL110G;Arnagardur;A201;16;3;;;;0;0;Á301:Arnagardur
;;;;;A201;;;32;48;2;;
2019.12.11;09:00;06042220196;LYF301G;Arnagardur;A301;10;3;;;;0;0;HB-5 Hagi-104 Stapi 213, sérstofa Hagi-213 Lg-201 Á101:Arnaga
2019.12.11;09:00;05400120196;ISL110G;Arnagardur;A301;16;3;;;;0;0;Á301:Arnagardur
;;;;;A301;;;26;48;2;;
2019.12.11;09:00;10070420196;MAN103G;Arnagardur;A304;7;3;;;;0;0;Ág-422 HB-4:Arnagardur
2019.12.11;09:00;70367820196;IDN113F;Arnagardur;A304;6;3;;;;0;0; 
;;;;;A304;;;13;20;2;;
2019.12.11;09:00;05403520196;ISL515M;Arnagardur;A311;7;3;;;;0;0;Á303:Arnagardur
2019.12.11;09:00;05400120196;ISL110G;Arnagardur;A311;9;3;;;;0;0;Á301:Arnagardur
;;;;;A311;;;16;26;2;;
;;;;Arnagardur;;;;87;142;;;;
2019.12.11;09:00;09811120196;MAT103G;Askja;Askja130;14;3;;;;0;0;E103C E203C E101 E201C:Eirberg
;;;;;Askja130;;;14;20;1;;
2019.12.11;09:00;70028520196;FOM001F;Askja;Askja131;9;3;;;;0;0;O-106 O301 O-104:Oddi
;;;;;Askja131;;;9;30;1;;
;;;;Askja;;;;23;50;;;;
2019.12.11;09:00;70890420196;NAR505M;Eirberg;E101;5;3;;;;0;0; 
2019.12.11;09:00;09811120196;MAT103G;Eirberg;E101;4;3;;;;0;0;E103C E203C E101 E201C:Eirberg
;;;;;E101;;;9;12;2;;
2019.12.11;09:00;70589220196;LAK121G;Eirberg;E103C;17;3;;;;0;0;Lg-344 E103C Lg-310 E203C Lg-343 Hugvísindasvið:Eirberg
2019.12.11;09:00;70589120196;LAK120G;Eirberg;E103C;17;3;;;;0;0;Lg-344 E103C E203C Lg-343:Eirberg
2019.12.11;09:00;70827120196;RUS308G;Eirberg;E103C;4;3;;;;0;0;VHV108 VHV-207:HusVigdisar
;;;;;E103C;;;38;50;3;;
2019.12.11;09:00;09811120196;MAT103G;Eirberg;E201C;15;3;;;;0;0;E103C E203C E101 E201C:Eirberg
2019.12.11;09:00;70589220196;LAK121G;Eirberg;E201C;15;3;;;;0;0;Lg-344 E103C Lg-310 E203C Lg-343 Hugvísindasvið:Eirberg
;;;;;E201C;;;30;44;2;;
2019.12.11;09:00;09811120196;MAT103G;Eirberg;E203C;17;3;;;;0;0;E103C E203C E101 E201C:Eirberg
2019.12.11;09:00;70589120196;LAK120G;Eirberg;E203C;17;3;;;;0;0;Lg-344 E103C E203C Lg-343:Eirberg
;;;;;E203C;;;34;50;2;;
;;;;Eirberg;;;;111;156;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.11;09:00;02064020196;GSL505G;Haskolatorg;HT102;7;3;;;;0;0; 
2019.12.11;09:00;02061620196;GSL105G;Haskolatorg;HT102;15;3;;;;0;0;E201C Lg-124 Lg-201 E103C Stapi 108:Eirberg
2019.12.11;09:00;10040020196;FEL102G;Haskolatorg;HT102;25;3;;;;0;0;O-101 L205:Logberg Oddi
;;;;;HT102;;;47;85;3;;
2019.12.11;09:00;05290520196;SPA107G;Haskolatorg;HT103;9;3;;;;0;0;L205 O-104:Logberg Oddi
2019.12.11;09:00;04440920196;VID509G;Haskolatorg;HT103;18;3;;;;0;0;HT104:Haskolatorg
;;;;;HT103;;;27;54;2;;
2019.12.11;09:00;08713920196;TOL305G;Haskolatorg;HT104;18;3;;;;0;0;V02-157 HT104 L-101:Haskolatorg Logberg VR_2
2019.12.11;09:00;04440920196;VID509G;Haskolatorg;HT104;18;3;;;;0;0;HT104:Haskolatorg
;;;;;HT104;;;36;54;2;;
2019.12.11;09:00;70896420196;LYF515G;Haskolatorg;HT105;11;3;;;;0;0; 
2019.12.11;09:00;08713920196;TOL305G;Haskolatorg;HT105;29;3;;;;0;0;V02-157 HT104 L-101:Haskolatorg Logberg VR_2
2019.12.11;09:00;05070320196;LIS004G;Haskolatorg;HT105;12;3;;;;0;0;A052 HT104:Adalbygging Haskolatorg
;;;;;HT105;;;52;85;3;;
;;;;Haskolatorg;;;;162;278;;;;
2019.12.11;09:00;04440920196;VID509G;HusVigdisar;VHV007;20;3;;;;0;0;HT104:Haskolatorg
;;;;;VHV007;;;20;44;1;;
;;;;HusVigdisar;;;;20;44;;;;
2019.12.11;09:00;06042220196;LYF301G;Logberg;L102;10;3;;;;0;0;HB-5 Hagi-104 Stapi 213, sérstofa Hagi-213 Lg-201 Á101:Arnaga
;;;;;L102;;;10;25;1;;
;;;;;L103;;;0;25;0;;
;;;;Logberg;;;;10;50;;;;
2019.12.11;09:00;10070420196;MAN103G;Oddi;O201;20;3;;;;0;0;Ág-422 HB-4:Arnagardur
2019.12.11;09:00;05400120196;ISL110G;Oddi;O201;22;3;;;;0;0;Á301:Arnagardur
;;;;;O201;;;42;44;2;;
;;;;;O202;;;0;20;0;;
;;;;Oddi;;;;42;64;;;;
;;;;;E301;;;0;30;0;;
;;;;;E303;;;0;20;0;;
