Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.16;09:00;70956120196;ISE032G;Eirberg;E203C;50;3;;;;0;1;A069 N-129 Askja130 L103 HT104 G101 VHV007:Askja Gimli Haskol
;;;;;E203C;;;50;50;1;;
;;;;Eirberg;;;;140;140;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.16;09:00;09101420196;STA107G;Haskolatorg;HT102;29;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;04520820196;HAG304G;Haskolatorg;HT102;31;3;;;;0;0;O201 Askja130 Á301 Á311:Askja Arnagardur Oddi
;;;;;HT102;;;60;85;2;;
2019.12.16;09:00;09101420196;STA107G;Haskolatorg;HT103;18;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;70387120196;HAG105G;Haskolatorg;HT103;9;3;;;;0;0;HB-1 Á201 Askja132 HT103 Á311:Askja Arnagardur Haskolatorg
;;;;;HT103;;;27;54;2;;
2019.12.16;09:00;09101420196;STA107G;Haskolatorg;HT104;18;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;09101320196;STA106G;Haskolatorg;HT104;18;3;;;;0;0;HB-1 V152 V02-158 V138 V261:VR_2
;;;;;HT104;;;36;54;2;;
2019.12.16;09:00;09101420196;STA107G;Haskolatorg;HT105;29;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;04520820196;HAG304G;Haskolatorg;HT105;31;3;;;;0;0;O201 Askja130 Á301 Á311:Askja Arnagardur Oddi
;;;;;HT105;;;60;85;2;;
;;;;Haskolatorg;;;;183;278;;;;
2019.12.16;09:00;09101420196;STA107G;HusVigdisar;VHV007;27;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;04410320196;VID102G;HusVigdisar;VHV007;17;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;VHV007;;;44;44;2;;
;;;;HusVigdisar;;;;44;44;;;;
2019.12.16;09:00;09101420196;STA107G;Logberg;L102;9;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;04410320196;VID102G;Logberg;L102;16;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;L102;;;25;25;2;;
2019.12.16;09:00;04410320196;VID102G;Logberg;L103;16;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;70620420196;LAN305G;Logberg;L103;9;3;;;;0;0;N-129 Askja131:Askja
;;;;;L103;;;25;25;2;;
;;;;Logberg;;;;50;50;;;;
2019.12.16;09:00;09101420196;STA107G;Oddi;O201;15;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;04410320196;VID102G;Oddi;O201;29;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;O201;;;44;44;2;;
;;;;Oddi;;;;44;44;;;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H101;8;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;08210620196;VEL301G;Stakkahlid_Hamar;H101;8;3;;;;0;0;V261 V02-262, heimast.:VR_2
;;;;;H101;;;16;22;2;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H201;9;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;08210620196;VEL301G;Stakkahlid_Hamar;H201;9;3;;;;0;0;V261 V02-262, heimast.:VR_2
;;;;;H201;;;18;25;2;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H202;7;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;H202;;;7;19;1;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H203;7;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;08210620196;VEL301G;Stakkahlid_Hamar;H203;7;3;;;;0;0;V261 V02-262, heimast.:VR_2
;;;;;H203;;;14;19;2;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H204;7;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;08210620196;VEL301G;Stakkahlid_Hamar;H204;7;3;;;;0;0;V261 V02-262, heimast.:VR_2
;;;;;H204;;;14;20;2;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H205;9;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;H205;;;9;25;1;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H206;8;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;08210620196;VEL301G;Stakkahlid_Hamar;H206;8;3;;;;0;0;V261 V02-262, heimast.:VR_2
;;;;;H206;;;16;22;2;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H207;12;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;08210620196;VEL301G;Stakkahlid_Hamar;H207;12;3;;;;0;0;V261 V02-262, heimast.:VR_2
;;;;;H207;;;24;34;2;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Hamar;H209;6;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;08210620196;VEL301G;Stakkahlid_Hamar;H209;6;3;;;;0;0;V261 V02-262, heimast.:VR_2
;;;;;H209;;;12;16;2;;
;;;;Stakkahlid_Hamar;;;;130;202;;;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Klettur;K202;7;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;K202;;;7;15;1;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Klettur;K204;7;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;K204;;;7;20;1;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Klettur;K205;7;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;K205;;;7;20;1;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Klettur;K206;7;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;K206;;;7;20;1;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Klettur;K207;9;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
2019.12.16;09:00;05751420196;TYS308G;Stakkahlid_Klettur;K207;5;3;;;;0;0;VHV-207:HusVigdisar
;;;;;K207;;;14;25;2;;
2019.12.16;09:00;04410320196;VID102G;Stakkahlid_Klettur;K208;9;3;;;;0;0;HB-1 HB-2 Á201 Á301 Á101:Arnagardur
;;;;;K208;;;9;25;1;;
;;;;Stakkahlid_Klettur;;;;51;125;;;;
2019.12.16;09:00;09214320196;EDL301G;VR_2;V147;10;3;;;;0;0;V01-112 V156 V138 HB-2 Naustið, VoN V147:VR_2
2019.12.16;09:00;09101420196;STA107G;VR_2;V147;5;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
;;;;;V147;;;15;15;2;;
2019.12.16;09:00;09101420196;STA107G;VR_2;V152;12;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;09101320196;STA106G;VR_2;V152;12;3;;;;0;0;HB-1 V152 V02-158 V138 V261:VR_2
;;;;;V152;;;24;36;2;;
2019.12.16;09:00;09101420196;STA107G;VR_2;V155;8;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;09101320196;STA106G;VR_2;V155;10;3;;;;0;0;HB-1 V152 V02-158 V138 V261:VR_2
;;;;;V155;;;18;22;2;;
2019.12.16;09:00;09214320196;EDL301G;VR_2;V156;8;3;;;;0;0;V01-112 V156 V138 HB-2 Naustið, VoN V147:VR_2
2019.12.16;09:00;09101420196;STA107G;VR_2;V156;8;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
;;;;;V156;;;16;22;2;;
2019.12.16;09:00;09101420196;STA107G;VR_2;V258;8;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;08311320196;RAF504G;VR_2;V258;7;3;;;;0;0;V02-352, heimast.:VR_2
;;;;;V258;;;15;22;2;;
2019.12.16;09:00;09101420196;STA107G;VR_2;V261;10;3;;;;0;0;HB-1 V02-157 V261 V156 V147 V258 Askja131 HB-2 HB-3 HB-4 HT10
2019.12.16;09:00;09101320196;STA106G;VR_2;V261;10;3;;;;0;0;HB-1 V152 V02-158 V138 V261:VR_2
;;;;;V261;;;20;30;2;;
;;;;VR_2;;;;108;147;;;;
Tölvustofur;;;;;;;;;;;;;
;;;;Arnagardur;;;;0;0;;;;
;;;;;Askja166;;;0;24;0;;;;;Askja;;;;0;24;;;;
;;;;Eirberg;;;;0;0;;;;
;;;;;G101;;;0;21;0;;;;;Gimli;;;;0;21;;;;
;;;;;HT204;;;0;40;0;;;;;Haskolatorg;;;;0;40;;;;
;;;;;VHV230;;;0;8;0;;;;;;VHV231;;;0;16;0;;;;;HusVigdisar;;;;0;24;;;;
;;;;Logberg;;;;0;0;;;;
;;;;;O102;;;0;18;0;;;;;;O301;;;0;38;0;;;;;Oddi;;;;0;56;;;;
;;;;Stakkahlid_Hamar;;;;0;0;;;;
;;;;Stakkahlid_Klettur;;;;0;0;;;;
;;;;;V260;;;0;21;0;;;;;VR_2;;;;0;21;;;;
Sérúrræði;;;;;;;;;;;;
;;;;;A303;;;0;12;0;;
;;;;;A310;;;0;14;0;;
;;;;Arnagardur;;;;0;26;;;;
;;;;Askja;;;;0;0;;;;
;;;;Eirberg;;;;0;0;;;;
;;;;Gimli;;;;0;0;;;;
;;;;;HT300;;;0;8;0;;
;;;;Haskolatorg;;;;0;8;;;;
;;;;;VHV103;;;0;10;0;;
;;;;;VHV104;;;0;10;0;;
;;;;;VHV107;;;0;10;0;;
;;;;;VHV108;;;0;10;0;;
;;;;HusVigdisar;;;;0;40;;;;
;;;;;L201;;;0;19;0;;
;;;;;L204;;;0;12;0;;
;;;;;L205;;;0;12;0;;
;;;;Logberg;;;;0;43;;;;
;;;;Oddi;;;;0;0;;;;
;;;;;H208;;;0;16;0;;
;;;;;H209_special;;;0;16;0;;
;;;;Stakkahlid_Hamar;;;;0;32;;;;
;;;;Stakkahlid_Klettur;;;;0;0;;;;
;;;;VR_2;;;;0;0;;;;
Sérúrræði tölvustofur;;;;;;;;;;
;;;;Arnagardur;;;;0;0;;;;;
;;;;Askja;;;;0;0;;;;;
;;;;Eirberg;;;;0;0;;;;;
;;;;Gimli;;;;0;0;;;;;
;;;;Haskolatorg;;;;0;0;;;;;
;;;;HusVigdisar;;;;0;0;;;;;
;;;;Logberg;;;;0;0;;;;;
;;;;;O102_special;;;0;18;0;;
;;;;;O103;;;0;10;0;;
;;;;Oddi;;;;0;28;;;;;
;;;;Stakkahlid_Hamar;;;;0;0;;;;;
;;;;Stakkahlid_Klettur;;;;0;0;;;;;
;;;;VR_2;;;;0;0;;;;;
