param duration :=
FEL308G	1.5
FEL306G	4
FRG102G	2
FRG509G	2
FRG109G	2
FRG504G	2
FRG314G	2
FRG103G	2
FRG508G	2
FRG101G	2
FRG501G	2
#FRG315G	2
VID167F	4
SJU509G	2
#DAN304G	2
SAG101G	4
HSP107G	1.5
HSP304G	1.5
SAG103G	1.5
ISE004G	7
ISL111G	1.5
UAU102F	2;
