Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
;;;;;A050;;;0;15;0;;
2019.12.10;13:30;04420620196;VID101G;Adalbygging;A051;9;3;;;;0;0;O201 HB-2:Oddi
;;;;;A051;;;9;12;1;;
2019.12.10;13:30;10020020196;SAL103G;Adalbygging;A052;18;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;A052;;;18;18;1;;
;;;;;A069;;;0;12;0;;
;;;;Adalbygging;;;;27;57;;;;
2019.12.10;13:30;04511120196;HAG303G;Arnagardur;A201;16;3;;;;0;0;O-101 O201 O301 HT204:Haskolatorg Oddi
2019.12.10;13:30;04420620196;VID101G;Arnagardur;A201;16;3;;;;0;0;O201 HB-2:Oddi
;;;;;A201;;;32;48;2;;
2019.12.10;13:30;04511120196;HAG303G;Arnagardur;A301;16;3;;;;0;0;O-101 O201 O301 HT204:Haskolatorg Oddi
2019.12.10;13:30;04420620196;VID101G;Arnagardur;A301;16;3;;;;0;0;O201 HB-2:Oddi
;;;;;A301;;;32;48;2;;
2019.12.10;13:30;04420620196;VID101G;Arnagardur;A304;7;3;;;;0;0;O201 HB-2:Oddi
;;;;;A304;;;7;20;1;;
2019.12.10;13:30;04511120196;HAG303G;Arnagardur;A311;9;3;;;;0;0;O-101 O201 O301 HT204:Haskolatorg Oddi
2019.12.10;13:30;04420620196;VID101G;Arnagardur;A311;9;3;;;;0;0;O201 HB-2:Oddi
;;;;;A311;;;18;26;2;;
;;;;Arnagardur;;;;89;142;;;;
2019.12.10;13:30;04420620196;VID101G;Askja;Askja130;7;3;;;;0;0;O201 HB-2:Oddi
2019.12.10;13:30;70899520196;KME103F;Askja;Askja130;12;3;;;;0;0;K-208 H207 K-207 :Haskolatorg Stakkahlid_Hamar Stakkahlid_Kle
;;;;;Askja130;;;19;20;2;;
2019.12.10;13:30;02082420196;LEI401G;Askja;Askja131;10;3;;;;0;0; 
2019.12.10;13:30;04420620196;VID101G;Askja;Askja131;20;3;;;;0;0;O201 HB-2:Oddi
;;;;;Askja131;;;30;30;2;;
;;;;Askja;;;;49;50;;;;
2019.12.10;13:30;70946520196;HJU316G;Eirberg;E101;4;3;;;;0;0;E203C O301 E103C E101:Eirberg Oddi
;;;;;E101;;;4;12;1;;
2019.12.10;13:30;70946520196;HJU316G;Eirberg;E103C;17;3;;;;0;0;E203C O301 E103C E101:Eirberg Oddi
2019.12.10;13:30;70830620196;GFR512M;Eirberg;E103C;4;3;;;;0;0;:Haskolatorg Oddi
2019.12.10;13:30;70412320196;GFR325G;Eirberg;E103C;6;3;;;;0;0;A229 HB-3:Adalbygging
;;;;;E103C;;;27;50;3;;
2019.12.10;13:30;02082420196;LEI401G;Eirberg;E201C;10;3;;;;0;0; 
2019.12.10;13:30;70790420196;ITH321G;Eirberg;E201C;15;3;;;;0;0;H201  E-205 - fundarherbergi Enni:Stakkahlid_Enni Stakkahlid_
;;;;;E201C;;;25;44;2;;
2019.12.10;13:30;70946520196;HJU316G;Eirberg;E203C;17;3;;;;0;0;E203C O301 E103C E101:Eirberg Oddi
2019.12.10;13:30;70790420196;ITH321G;Eirberg;E203C;17;3;;;;0;0;H201  E-205 - fundarherbergi Enni:Stakkahlid_Enni Stakkahlid_
;;;;;E203C;;;34;50;2;;
;;;;Eirberg;;;;90;156;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.10;13:30;04420620196;VID101G;Haskolatorg;HT102;29;3;;;;0;0;O201 HB-2:Oddi
2019.12.10;13:30;70899520196;KME103F;Haskolatorg;HT102;29;3;;;;0;0;K-208 H207 K-207 :Haskolatorg Stakkahlid_Hamar Stakkahlid_Kle
;;;;;HT102;;;58;85;2;;
2019.12.10;13:30;70433620196;LIF108G;Haskolatorg;HT103;18;3;;;;0;0;N-196 V02-158 V261 HT105:Askja Haskolatorg VR_2
2019.12.10;13:30;04420620196;VID101G;Haskolatorg;HT103;18;3;;;;0;0;O201 HB-2:Oddi
;;;;;HT103;;;36;54;2;;
2019.12.10;13:30;04420620196;VID101G;Haskolatorg;HT104;18;3;;;;0;0;O201 HB-2:Oddi
2019.12.10;13:30;70899520196;KME103F;Haskolatorg;HT104;18;3;;;;0;0;K-208 H207 K-207 :Haskolatorg Stakkahlid_Hamar Stakkahlid_Kle
;;;;;HT104;;;36;54;2;;
2019.12.10;13:30;70433620196;LIF108G;Haskolatorg;HT105;28;3;;;;0;0;N-196 V02-158 V261 HT105:Askja Haskolatorg VR_2
2019.12.10;13:30;04420620196;VID101G;Haskolatorg;HT105;29;3;;;;0;0;O201 HB-2:Oddi
;;;;;HT105;;;57;85;2;;
;;;;Haskolatorg;;;;187;278;;;;
2019.12.10;13:30;70946520196;HJU316G;HusVigdisar;VHV007;15;3;;;;0;0;E203C O301 E103C E101:Eirberg Oddi
2019.12.10;13:30;04511120196;HAG303G;HusVigdisar;VHV007;20;3;;;;0;0;O-101 O201 O301 HT204:Haskolatorg Oddi
;;;;;VHV007;;;35;44;2;;
;;;;HusVigdisar;;;;35;44;;;;
2019.12.10;13:30;10020020196;SAL103G;Logberg;L102;25;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;L102;;;25;25;1;;
2019.12.10;13:30;10020020196;SAL103G;Logberg;L103;25;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;L103;;;25;25;1;;
;;;;Logberg;;;;50;50;;;;
2019.12.10;13:30;10020020196;SAL103G;Oddi;O201;44;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;O201;;;44;44;1;;
2019.12.10;13:30;70946520196;HJU316G;Oddi;O202;7;3;;;;0;0;E203C O301 E103C E101:Eirberg Oddi
2019.12.10;13:30;04420620196;VID101G;Oddi;O202;7;3;;;;0;0;O201 HB-2:Oddi
;;;;;O202;;;14;20;2;;
;;;;Oddi;;;;58;64;;;;
2019.12.10;13:30;70433620196;LIF108G;Stakkahlid_Enni;E301;10;3;;;;0;0;N-196 V02-158 V261 HT105:Askja Haskolatorg VR_2
;;;;;E301;;;10;30;1;;
2019.12.10;13:30;70946520196;HJU316G;Stakkahlid_Enni;E303;7;3;;;;0;0;E203C O301 E103C E101:Eirberg Oddi
2019.12.10;13:30;04420620196;VID101G;Stakkahlid_Enni;E303;13;3;;;;0;0;O201 HB-2:Oddi
;;;;;E303;;;20;20;2;;
;;;;Stakkahlid_Enni;;;;30;50;;;;
2019.12.10;13:30;70977920196;LAT306G;Stakkahlid_Hamar;H101;2;3;;;;0;0;VHV107 VHV-223:HusVigdisar
2019.12.10;13:30;50015920196;IET201G;Stakkahlid_Hamar;H101;4;3;;;;0;0;E-303 H202 H-204 H-101:Stakkahlid_Enni Stakkahlid_Hamar
;;;;;H101;;;6;22;2;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Hamar;H201;9;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;H201;;;9;25;1;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Hamar;H202;7;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;H202;;;7;19;1;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Hamar;H203;7;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;H203;;;7;19;1;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Hamar;H204;7;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;H204;;;7;20;1;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Hamar;H205;9;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;H205;;;9;25;1;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Hamar;H206;7;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;H206;;;7;21;1;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Hamar;H207;12;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;H207;;;12;34;1;;
;;;;Stakkahlid_Hamar;;;;64;185;;;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Klettur;K204;5;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;K204;;;5;15;1;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Klettur;K205;9;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;K205;;;9;25;1;;
2019.12.10;13:30;10020020196;SAL103G;Stakkahlid_Klettur;K206;9;3;;;;0;1;Skriða:Stakkahlid_Hamar
;;;;;K206;;;9;25;1;;
