Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
;;;;;A050;;;0;15;0;;
;;;;;A051;;;0;12;0;;
;;;;;A052;;;0;18;0;;
;;;;;A069;;;0;12;0;;
;;;;Adalbygging;;;;0;57;;;;
2019.12.2;13:30;10026220196;SAL308G;Arnagardur;A201;19;3;;;;0;0;HT105:Haskolatorg
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A201;29;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
;;;;;A201;;;48;48;2;;
2019.12.2;13:30;10026220196;SAL308G;Arnagardur;A301;19;3;;;;0;0;HT105:Haskolatorg
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A301;29;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
;;;;;A301;;;48;48;2;;
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A304;12;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
2019.12.2;13:30;09103820196;STA304G;Arnagardur;A304;7;3;;;;0;0;V138 V147 A069:Adalbygging VR_2
;;;;;A304;;;19;20;2;;
2019.12.2;13:30;10026220196;SAL308G;Arnagardur;A311;10;3;;;;0;0;HT105:Haskolatorg
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A311;16;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
;;;;;A311;;;26;26;2;;
;;;;Arnagardur;;;;141;142;;;;
;;;;;Askja130;;;0;20;0;;
;;;;;Askja131;;;0;30;0;;
;;;;Askja;;;;0;50;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.2;13:30;10026220196;SAL308G;Haskolatorg;HT102;34;3;;;;0;0;HT105:Haskolatorg
2019.12.2;13:30;10026020196;SAL102G;Haskolatorg;HT102;51;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
;;;;;HT102;;;85;85;2;;
2019.12.2;13:30;05601620196;SAG102G;Haskolatorg;HT103;44;2;;;;46;1;Á101 Á301:Arnagardur
;;;;;HT103;;;44;54;1;;
2019.12.2;13:30;70131820196;TSM102G;Haskolatorg;HT104;9;3;;;;10;1; 
;;;;;HT104;;;9;54;1;;
2019.12.2;13:30;10026220196;SAL308G;Haskolatorg;HT105;35;3;;;;0;0;HT105:Haskolatorg
2019.12.2;13:30;10026020196;SAL102G;Haskolatorg;HT105;50;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
;;;;;HT105;;;85;85;2;;
;;;;Haskolatorg;;;;223;278;;;;
2019.12.2;13:30;70070620196;KIN302G;HusVigdisar;VHV007;5;3;;;;5;0;VHV-227 VHV-207:HusVigdisar
2019.12.2;13:30;10026020196;SAL102G;HusVigdisar;VHV007;27;3;;;;0;0;O-206 Skriða HB-1:Oddi Stakkahlid_Hamar
2019.12.2;13:30;07043020196;TAN208G;HusVigdisar;VHV007;8;3;;;;0;0; 
;;;;;VHV007;;;40;44;3;;
;;;;HusVigdisar;;;;40;44;;;;
;;;;;L102;;;0;25;0;;
;;;;;L103;;;0;25;0;;
;;;;Logberg;;;;0;50;;;;
;;;;;O201;;;0;44;0;;
;;;;Oddi;;;;0;44;;;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Enni;E301;12;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Enni;E301;18;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;E301;;;30;30;2;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Enni;E303;12;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Enni;E303;8;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;E303;;;20;20;2;;
;;;;Stakkahlid_Enni;;;;50;50;;;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Hamar;H101;8;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H101;14;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;H101;;;22;22;2;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Hamar;H201;15;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H201;10;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;H201;;;25;25;2;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Hamar;H202;7;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H202;12;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;H202;;;19;19;2;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Hamar;H203;7;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H203;12;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;H203;;;19;19;2;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Hamar;H204;12;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H204;8;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;H204;;;20;20;2;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Hamar;H205;10;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H205;15;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;H205;;;25;25;2;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Hamar;H206;8;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H206;13;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;H206;;;21;21;2;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Hamar;H207;14;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H207;20;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;H207;;;34;34;2;;
;;;;Stakkahlid_Hamar;;;;185;185;;;;
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Klettur;K204;9;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
;;;;;K204;;;9;15;1;;
2019.12.2;13:30;02081120196;LEI102G;Stakkahlid_Klettur;K205;12;3;;;;0;0;HB-2 HB-1 Lg-229A HT105:Haskolatorg
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Klettur;K205;8;3;;;;0;0;Askja131 HB-1 HT102 V02-158 L103 Askja132 N-128:Askja Haskola
