Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Heildarfjöldi;Hámarksfjöldi;Fjöldi námskeiða í stofu;Ósk um fjölda í stofu;Inspera;
2019.12.11;13:30;10521120196;SAL135F;Arnagardur;A201;11;3;;;;0;0;O-206 Stapi 108:Oddi
2019.12.11;13:30;05060120196;KVI101G;Arnagardur;A201;13;3;;;;0;0;HB-4 VHV-023:HusVigdisar
;;;;;A201;;;24;48;2;;
2019.12.11;13:30;10590120196;OSS101F;Arnagardur;A301;16;3;;;;0;0;O-104 O-206 Á304 Á301:Arnagardur Oddi
2019.12.11;13:30;70620820196;ISL321G;Arnagardur;A301;10;3;;;;0;0;A052 Á301:Arnagardur
;;;;;A301;;;26;48;2;;
2019.12.11;13:30;70730120196;DAN110G;Arnagardur;A304;2;3;;;;0;0;VHV-207 VHV-228:HusVigdisar
2019.12.11;13:30;10590120196;OSS101F;Arnagardur;A304;7;3;;;;0;0;O-104 O-206 Á304 Á301:Arnagardur Oddi
;;;;;A304;;;9;20;2;;
2019.12.11;13:30;05700320196;SAN106G;Arnagardur;A311;11;3;;;;0;0;VHV107:HusVigdisar
2019.12.11;13:30;70892920196;LJO003F;Arnagardur;A311;7;3;;;;0;0;EIR321B Heilbrigðisvísindasvið:Eirberg
;;;;;A311;;;18;26;2;;
;;;;Arnagardur;;;;77;142;;;;
2019.12.11;13:30;02013420196;LAK514G;Askja;Askja130;12;3;;;;0;0;H205 Lg-343 E103C:Eirberg Stakkahlid_Hamar
2019.12.11;13:30;09514720196;LIF313G;Askja;Askja130;8;3;;;;0;0;N-161 N-196 N-121 N-129:Askja
;;;;;Askja130;;;20;20;2;;
2019.12.11;13:30;10590120196;OSS101F;Askja;Askja131;10;3;;;;0;0;O-104 O-206 Á304 Á301:Arnagardur Oddi
2019.12.11;13:30;70883320196;ENS346G;Askja;Askja131;20;3;;;;0;0;VHV-023:HusVigdisar
;;;;;Askja131;;;30;30;2;;
;;;;Askja;;;;50;50;;;;
;;;;;E103C;;;0;50;0;;
2019.12.11;13:30;01020320196;GFR104G;Eirberg;E201C;8;3;;;;0;0; 
2019.12.11;13:30;61300120196;STM109F;Eirberg;E201C;14;3;;;;0;0;H203 K208 H204 H206:Stakkahlid_Hamar Stakkahlid_Klettur
2019.12.11;13:30;05060120196;KVI101G;Eirberg;E201C;13;3;;;;0;0;HB-4 VHV-023:HusVigdisar
;;;;;E201C;;;35;40;3;;
2019.12.11;13:30;70072720196;UMS301G;Eirberg;E203C;15;3;;;;0;1;H208 H206 K-202:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;E203C;;;15;50;1;;
;;;;Eirberg;;;;50;140;;;;
;;;;Gimli;;;;0;0;;;;
2019.12.11;13:30;05990120196;HSP321G;Haskolatorg;HT102;10;3;;;;0;0;A050 L103:Logberg
2019.12.11;13:30;10041820196;FEL403G;Haskolatorg;HT102;9;3;;;;0;0;O-204:Oddi
2019.12.11;13:30;70883320196;ENS346G;Haskolatorg;HT102;28;3;;;;0;0;VHV-023:HusVigdisar
;;;;;HT102;;;47;85;3;;
2019.12.11;13:30;70737420196;SJU508G;Haskolatorg;HT103;15;3;;;;0;0; 
2019.12.11;13:30;05770020196;JAP101G;Haskolatorg;HT103;12;3;;;;0;0;VHV107 Veröld-008 HT103:Haskolatorg HusVigdisar
;;;;;HT103;;;27;54;2;;
2019.12.11;13:30;09514720196;LIF313G;Haskolatorg;HT104;9;3;;;;0;0;N-161 N-196 N-121 N-129:Askja
2019.12.11;13:30;70814620196;KME102F;Haskolatorg;HT104;18;3;;;;0;0;H202 Bratti K204 K205 K208:Stakkahlid_Hamar Stakkahlid_Klettu
;;;;;HT104;;;27;54;2;;
2019.12.11;13:30;02013420196;LAK514G;Haskolatorg;HT105;25;3;;;;0;0;H205 Lg-343 E103C:Eirberg Stakkahlid_Hamar
2019.12.11;13:30;70814620196;KME102F;Haskolatorg;HT105;29;3;;;;0;0;H202 Bratti K204 K205 K208:Stakkahlid_Hamar Stakkahlid_Klettu
;;;;;HT105;;;54;85;2;;
;;;;Haskolatorg;;;;155;278;;;;
2019.12.11;13:30;05771520196;JAP302G;HusVigdisar;VHV007;10;3;;;;0;0;VHV107 L204 O-206:Logberg Oddi HusVigdisar
2019.12.11;13:30;70737420196;SJU508G;HusVigdisar;VHV007;15;3;;;;0;0; 
;;;;;VHV007;;;25;44;2;;
;;;;HusVigdisar;;;;25;44;;;;
2019.12.11;13:30;05501120196;ISE301G;Logberg;L102;9;3;;;;0;0;V261 Hugvísindasvið:VR_2
;;;;;L102;;;9;25;1;;
;;;;;L103;;;0;25;0;;
;;;;Logberg;;;;9;50;;;;
2019.12.11;13:30;70814620196;KME102F;Oddi;O201;21;3;;;;0;0;H202 Bratti K204 K205 K208:Stakkahlid_Hamar Stakkahlid_Klettu
2019.12.11;13:30;10521120196;SAL135F;Oddi;O201;11;3;;;;0;0;O-206 Stapi 108:Oddi
;;;;;O201;;;32;44;2;;
;;;;Oddi;;;;32;44;;;;
2019.12.11;13:30;05770020196;JAP101G;Stakkahlid_Hamar;H101;11;3;;;;0;0;VHV107 Veröld-008 HT103:Haskolatorg HusVigdisar
;;;;;H101;;;11;22;1;;
2019.12.11;13:30;54001420196;ITH503G;Stakkahlid_Hamar;H201;9;3;;;;0;0;E-301 H201 K208 K207:Stakkahlid_Hamar Stakkahlid_Klettur
2019.12.11;13:30;05240020196;ITA420G;Stakkahlid_Hamar;H201;6;3;;;;0;0;VHV-207:HusVigdisar
;;;;;H201;;;15;25;2;;
2019.12.11;13:30;54001420196;ITH503G;Stakkahlid_Hamar;H202;7;3;;;;0;0;E-301 H201 K208 K207:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;H202;;;7;19;1;;
2019.12.11;13:30;61300120196;STM109F;Stakkahlid_Hamar;H203;7;3;;;;0;0;H203 K208 H204 H206:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;H203;;;7;19;1;;
2019.12.11;13:30;61300120196;STM109F;Stakkahlid_Hamar;H204;7;3;;;;0;0;H203 K208 H204 H206:Stakkahlid_Hamar Stakkahlid_Klettur
2019.12.11;13:30;66100120196;INT101G;Stakkahlid_Hamar;H204;7;3;;;;0;0;K-206 H206 K204:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;H204;;;14;20;2;;
2019.12.11;13:30;70072720196;UMS301G;Stakkahlid_Hamar;H205;9;3;;;;0;1;H208 H206 K-202:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;H205;;;9;25;1;;
2019.12.11;13:30;61300120196;STM109F;Stakkahlid_Hamar;H206;8;3;;;;0;0;H203 K208 H204 H206:Stakkahlid_Hamar Stakkahlid_Klettur
2019.12.11;13:30;66100120196;INT101G;Stakkahlid_Hamar;H206;8;3;;;;0;0;K-206 H206 K204:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;H206;;;16;22;2;;
2019.12.11;13:30;54001420196;ITH503G;Stakkahlid_Hamar;H207;12;3;;;;0;0;E-301 H201 K208 K207:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;H207;;;12;34;1;;
2019.12.11;13:30;54001420196;ITH503G;Stakkahlid_Hamar;H209;9;3;;;;0;0;E-301 H201 K208 K207:Stakkahlid_Hamar Stakkahlid_Klettur
2019.12.11;13:30;70892920196;LJO003F;Stakkahlid_Hamar;H209;7;3;;;;0;0;EIR321B Heilbrigðisvísindasvið:Eirberg
;;;;;H209;;;16;16;2;;
;;;;Stakkahlid_Hamar;;;;107;202;;;;
2019.12.11;13:30;54001420196;ITH503G;Stakkahlid_Klettur;K202;8;3;;;;0;0;E-301 H201 K208 K207:Stakkahlid_Hamar Stakkahlid_Klettur
2019.12.11;13:30;66100120196;INT101G;Stakkahlid_Klettur;K202;6;3;;;;0;0;K-206 H206 K204:Stakkahlid_Hamar Stakkahlid_Klettur
;;;;;K202;;;14;15;2;;
2019.12.11;13:30;70883320196;ENS346G;Stakkahlid_Klettur;K204;8;3;;;;0;0;VHV-023:HusVigdisar
;;;;;K204;;;8;20;1;;
2019.12.11;13:30;09631420196;LAN104G;Stakkahlid_Klettur;K205;13;3;;;;0;1;Askja130 V261 N-120 Askja132:Askja VR_2
;;;;;K205;;;13;20;1;;
2019.12.11;13:30;09631420196;LAN104G;Stakkahlid_Klettur;K206;11;3;;;;0;1;Askja130 V261 N-120 Askja132:Askja VR_2
;;;;;K206;;;11;20;1;;
2019.12.11;13:30;02013420196;LAK514G;Stakkahlid_Klettur;K207;12;3;;;;0;0;H205 Lg-343 E103C:Eirberg Stakkahlid_Hamar
2019.12.11;13:30;10590120196;OSS101F;Stakkahlid_Klettur;K207;9;3;;;;0;0;O-104 O-206 Á304 Á301:Arnagardur Oddi
;;;;;K207;;;21;25;2;;
2019.12.11;13:30;05990120196;HSP321G;Stakkahlid_Klettur;K208;9;3;;;;0;0;A050 L103:Logberg
2019.12.11;13:30;70620820196;ISL321G;Stakkahlid_Klettur;K208;10;3;;;;0;0;A052 Á301:Arnagardur
;;;;;K208;;;19;25;2;;
;;;;Stakkahlid_Klettur;;;;86;125;;;;
2019.12.11;13:30;71006520196;TAN632G;VR_2;V147;7;3;;;;0;0;:Eirberg Stakkahlid_Hamar
2019.12.11;13:30;70385520196;VEL114F;VR_2;V147;8;3;;;;0;0;V138 V147 V260:VR_2
;;;;;V147;;;15;15;2;;
2019.12.11;13:30;70274220196;BYG120F;VR_2;V152;3;3;;;;0;0;V02-157:VR_2
2019.12.11;13:30;05251720196;FRA307G;VR_2;V152;10;3;;;;0;0;VHV-227:HusVigdisar
2019.12.11;13:30;05501120196;ISE301G;VR_2;V152;12;3;;;;0;0;V261 Hugvísindasvið:VR_2
;;;;;V152;;;25;36;3;;
2019.12.11;13:30;08310320196;RAF501G;VR_2;V155;5;3;;;;0;0;V02-352, heimast.:VR_2
2019.12.11;13:30;01020320196;GFR104G;VR_2;V155;8;3;;;;0;0; 
;;;;;V155;;;13;22;2;;
2019.12.11;13:30;09631420196;LAN104G;VR_2;V156;8;3;;;;0;1;Askja130 V261 N-120 Askja132:Askja VR_2
;;;;;V156;;;8;22;1;;
2019.12.11;13:30;09631420196;LAN104G;VR_2;V258;8;3;;;;0;1;Askja130 V261 N-120 Askja132:Askja VR_2
;;;;;V258;;;8;22;1;;
2019.12.11;13:30;05771520196;JAP302G;VR_2;V261;10;3;;;;0;0;VHV107 L204 O-206:Logberg Oddi HusVigdisar
2019.12.11;13:30;05501120196;ISE301G;VR_2;V261;10;3;;;;0;0;V261 Hugvísindasvið:VR_2
;;;;;V261;;;20;30;2;;
;;;;VR_2;;;;89;147;;;;
Tölvustofur;;;;;;;;;;;;;
;;;;Arnagardur;;;;0;0;;;;
